 6026 ; Бона иностранная Иран ;  ;  ;  ;  ; 14 ; Azeroter1 ; 36 
 6027 ; Бона иностранная Иран ;  ;  ;  ;  ; 10 ; Azeroter1 ; 36 
 6028 ; Бона иностранная Иран ;  ;  ;  ;  ; 5 ; Дига ; 22 
 6029 ; Бона иностранная Ямайка ;  ;  ;  ;  ; 3 ; maximilian2204 ; 35 
 6030 ; Бона иностранная Ямайка ;  ;  ;  ;  ; 7 ; Azeroter1 ; 45 
 6031 ; Бона иностранная Ямайка ;  ;  ;  ;  ; 6 ; Rusik ; 69 
 6032 ; Бона иностранная Ямайка ;  ;  ;  ;  ; 5 ; Rusik ; 31 
 6033 ; Бона иностранная Ямайка ;  ;  ;  ;  ; 7 ; Rusik ; 67 
 6034 ; Бона иностранная Колумбия ;  ;  ;  ;  ; 10 ; VOLKODAVS5 ; 36 
 6035 ; Бона иностранная Колумбия ;  ;  ;  ;  ; 4 ; VOLKODAVS5 ; 36 
 6036 ; Бона иностранная Колумбия ;  ;  ;  ;  ; 8 ; VOLKODAVS5 ; 36 
 6037 ; Бона иностранная Колумбия ;  ;  ;  ;  ; 11 ; VOLKODAVS5 ; 36 
 6038 ; Бона иностранная Гана ;  ;  ;  ;  ; 10 ; aleksander2015 ; 36 
 6039 ; Бона иностранная Гана ;  ;  ;  ;  ; 20 ; stabah ; 88 
 6040 ; Бона иностранная Гана ;  ;  ;  ;  ; 9 ; братья Гавс ; 46 
 6041 ; Бона иностранная Гана ;  ;  ;  ;  ; 7 ; SS2008 ; 46 
 6042 ; Бона иностранная Гана ;  ;  ;  ;  ; 16 ; братья Гавс ; 88 
 6043 ; Бона иностранная Аргентина ;  ;  ;  ;  ; 5 ; Дига ; 34 
 6044 ; Бона иностранная Аргентина ;  ;  ;  ;  ; 3 ; Дига ; 23 
 6045 ; Бона иностранная Аргентина ;  ;  ;  ;  ; 5 ; тикси3 ; 31 
 6046 ; Бона иностранная Аргентина ;  ;  ;  ;  ; 3 ; тикси3 ; 31 
 6047 ; Бона иностранная Аргентина ;  ;  ;  ;  ; 7 ; тикси3 ; 31 
 6048 ; Бона иностранная Сейшельские острова ;  ;  ;  ;  ; 11 ; орикс ; 63 
 6049 ; Бона иностранная Сейшельские острова ;  ;  ;  ;  ; 5 ; орикс ; 64 
 6050 ; Бона иностранная Эфиопия ;  ;  ;  ;  ; 7 ; Моряк-собиратель ; 58 
 6051 ; Бона иностранная Пакистан ;  ;  ;  ;  ; 16 ; Rusik ; 114 
 6052 ; Лот Бон иностранных 32 шт. ;  ;  ;  ;  ; 21 ; Azeroter1 ; 367 
 5976 ; Лот бон 10 шт. Германия ;  ;  ;  ;  ; 19 ; елец ; 461 
 5977 ; Лот бон 3 шт. Германия ;  ;  ;  ;  ; 25 ; елец ; 271 
 5978 ; Бумага ценная ;  ;  ;  ;  ; 16 ; елец ; 227 
 5979 ; Лот акций США 20 лет ;  ;  ;  ;  ; 13 ; Папа с рацией ; 918 
 5980 ; Лот акций США 20 лет ;  ;  ;  ;  ; 9 ; Папа с рацией ; 796 
 5981 ; Лот бон (6шт) ;  ;  ;  ;  ; 17 ; елец ; 227 
 5982 ; Лот бон (2шт) ;  ;  ;  ;  ; 25 ; стадник ; 128 
