 5933 ; Бона иностранная Аргентина 10000 песо ;  ;  ;  ;  ; 6 ; 95522 ; 26 
 5934 ; Бона иностранная Перу 50000 солей ;  ;  ;  ;  ; 7 ; 95522 ; 35 
 5935 ; Бона иностранная Перу 5000 солей ;  ;  ;  ;  ; 7 ; 95522 ; 45 
 5936 ; Бона иностранная Перу 10000 солей ;  ;  ;  ;  ; 5 ; 95522 ; 26 
 5937 ; Бона иностранная Перу 10000 интис ; 1988 ;  ;  ;  ; 12 ; sileng ; 57 
 5938 ; Бона иностранная Перу 1000 интис ; 1988 ;  ;  ;  ; 20 ; collector64 ; 36 
 5939 ; Бона иностранная Бразилия 100000 крузейро ;  ;  ;  ;  ; 5 ; М5 ; 11 
 5940 ; Бона иностранная Бразилия 5000 крузейро ;  ;  ;  ;  ; 5 ; М5 ; 21 
 5941 ; Бона иностранная Бразилия 200 крузейро ;  ;  ;  ;  ; 16 ; Khab27 ; 26 
 5942 ; Бона иностранная Бразилия 100 крузейро ;  ;  ;  ;  ; 3 ; М5 ; 15 
 5943 ; Бона иностранная Колумбия 200 песо ;  ;  ;  ;  ; 7 ; 95522 ; 63 
 5944 ; Бона иностранная Колумбия 500 песо ;  ;  ;  ;  ; 7 ; 95522 ; 72 
 5945 ; Бона иностранная Колумбия 1000 песо ;  ;  ;  ;  ; 5 ; 95522 ; 73 
 5946 ; Бона иностранная Венгрия 10000 пенго ; 1945 ;  ;  ;  ; 7 ; bethowen ; 57 
 5947 ; Бона иностранная Венгрия 100 пенго ; 1930 ;  ;  ;  ; 9 ; xxxl ; 36 
 5948 ; Бона иностранная Бразилия 5000 крузейро ;  ;  ;  ; AU ; 15 ; Khab27 ; 71 
 5949 ; Бона иностранная Бразилия 1000 крузейро ;  ;  ;  ; AU ; 17 ; kuder ; 57 
 5950 ; Бона иностранная Никарагуа 50 кордоб ; 1985 ;  ;  ; AU ; 24 ; sileng ; 114 
 5951 ; Бона иностранная Бирма 1 кьят ;  ;  ;  ; AU ; 5 ; М5 ; 15 
 5952 ; 2 доллара. США ; 2013 ;  ;  ;  ; 43 ; nni2000 ; 363 
 5953 ; Лот банкнот Тайланда: 4шт ;  ;  ;  ;  ; 26 ; mart_si ; 201 
 5883 ; 50 лев Болгария ; 1992 ;  ;  ; AU ; 37 ; u10257 ; 181 
 5884 ; 100 лев Болгария ; 1993 ;  ;  ; AU ; 14 ; Arlekino82 ; 102 
 5885 ; 5 долларов США ; 1914 ;  ;  ;  ; 44 ; aguila ; 2715 
 5886 ; Бона иностранная Тайланд ;  ;  ;  ;  ; 39 ; Sky2 ; 483 
 5887 ; Бона иностранная Тайвань ;  ;  ;  ;  ; 13 ; maks169 ; 431 
 5888 ; Бона иностранная Тайвань ;  ;  ;  ;  ; 5 ; maks169 ; 135 
 5889 ; Бона иностранная Тайвань ;  ;  ;  ;  ; 11 ; maks169 ; 153 
 5890 ; Бона иностранная Тайвань ;  ;  ;  ;  ; 9 ; Monata ; 352 
 5891 ; Бона иностранная Япония ;  ;  ;  ;  ; 30 ; Dmitry21 ; 793 
 5892 ; Лот бон 9 шт ;  ;  ;  ;  ; 24 ; xxxl ; 155 
 5893 ; Лот бон 7 шт ;  ;  ;  ;  ; 25 ; .gk ; 155 
 5894 ; Лот бон 13 шт ;  ;  ;  ;  ; 38 ; Azeroter1 ; 431 
 5895 ; Лот бон Греция 2 шт ;  ;  ;  ;  ; 15 ; елец ; 327 
 5896 ; Бона иностранная Сербия ;  ;  ;  ;  ; 11 ; doc2 ; 128 
 5897 ; Бона иностранная Сербия ;  ;  ;  ;  ; 15 ; gdrg2 ; 158 
 5898 ; Лот бон 13 шт ;  ;  ;  ;  ; 26 ; o_ruslan ; 367 
 5899 ; Лот бон 11 шт ;  ;  ;  ;  ; 45 ; o_ruslan ; 734 
 5900 ; Лот бон 3 шт ;  ;  ;  ;  ; 17 ; тикси3 ; 51 
 5901 ; Лот бон 5 шт ;  ;  ;  ;  ; 17 ; 47154 ; 170 
 5902 ; Лот бон 3 шт ;  ;  ;  ;  ; 15 ; Ssid ; 153 
 5903 ; Лот бон 4 шт ;  ;  ;  ;  ; 18 ; Nik488 ; 122 
 5904 ; Лот бон 7 шт ;  ;  ;  ;  ; 10 ; Nik488 ; 90 
 5905 ; Лот бон 8 шт ;  ;  ;  ;  ; 18 ; 47154 ; 126 
 5906 ; Лот бон 5 шт ;  ;  ;  ;  ; 9 ; maks169 ; 516 
 5907 ; Лот бон 5 шт ;  ;  ;  ;  ; 11 ; ВНВ ; 170 
 5908 ; Бона иностранная Ямайка ;  ;  ;  ; AU ; 30 ; RIDDIC ; 112 
 5909 ; Бона иностранная Ямайка ;  ;  ;  ; AU ; 16 ; RIDDIC ; 131 
 5910 ; Бона иностранная Карибы ;  ;  ;  ; AU ; 30 ; RIDDIC ; 315 
 5911 ; Лот бон 55 шт. Беларусь ;  ;  ;  ;  ; 12 ; Emv ; 120 
 5912 ; Бона иностранная Колумбия 1 песо ; 1973 ;  ;  ; AU ; 17 ; grimbo ; 67 
 5913 ; Бона иностранная Доминикана  1 песо ; 1988 ;  ;  ; AU ; 11 ; grimbo ; 72 
 5914 ; Бона иностранная Харватия 5 динар ; 1991 ;  ;  ; AU ; 3 ; М5 ; 15 
 5915 ; Бона иностранная Болгария 200 лев ; 1951 ;  ;  ; AU ; 29 ; u10257 ; 132 
 5916 ; Бона иностранная Болгария 25 лев ; 1951 ;  ;  ; AU ; 31 ; u10257 ; 152 
 5917 ; Бона иностранная Египет 50 пиастров ;  ;  ;  ; AU ; 20 ; RIDDIC ; 67 
 5918 ; Бона иностранная Египет 50 пиастров ;  ;  ;  ; AU ; 7 ; RIDDIC ; 47 
 5919 ; Бона иностранная Египет 25 пиастров ;  ;  ;  ;  ; 3 ; М5 ; 26 
 5920 ; Бона иностранная Иран 100 риалов ;  ;  ;  ;  ; 9 ; Khab27 ; 64 
 5921 ; Бона иностранная Иран 200 риалов ;  ;  ;  ;  ; 23 ; Khab27 ; 115 
 5922 ; Бона иностранная Иран 500 риалов ;  ;  ;  ;  ; 10 ; иг64 ; 58 
 5923 ; Бона иностранная Ямайка 5 долларов ; 1989 ;  ;  ;  ; 8 ; Khab27 ; 34 
 5924 ; Бона иностранная Ямайка 10 долларов ; 1989 ;  ;  ;  ; 8 ; Khab27 ; 34 
 5925 ; Бона иностранная Ямайка 20 долларов ; 1989 ;  ;  ;  ; 5 ; М5 ; 32 
 5926 ; Бона иностранная Кувейт 1/2 динара ;  ;  ;  ;  ; 15 ; stabah ; 63 
 5927 ; Бона иностранная Кувейт 1/4 динара ;  ;  ;  ;  ; 11 ; stabah ; 67 
 5928 ; Бона иностранная Гана 1 седи ; 1978 ;  ;  ; AU ; 7 ; alesjane ; 81 
 5929 ; Бона иностранная Гана 5 седи ; 1975 ;  ;  ;  ; 13 ; alesjane ; 50 
 5930 ; Бона иностранная Аргентина 500000 песо ;  ;  ;  ;  ; 7 ; Khab27 ; 28 
 5931 ; Бона иностранная Аргентина 1000 песо ;  ;  ;  ;  ; 11 ; sileng ; 30 
 5932 ; Бона иностранная Аргентина 100000 песо ;  ;  ;  ;  ; 7 ; страус ; 30 
 5833 ; 5 долларов Сингапур ;  ;  ;  ;  ; 12 ; yuvg ; 192 
 5834 ; 20 долларов Сингапур ;  ;  ;  ;  ; 21 ; 000SABik ; 1161 
 5835 ; 2 ранда ЮАР ;  ;  ;  ;  ; 7 ; Моряк-собиратель ; 132 
 5836 ; 5 рандов ЮАР ;  ;  ;  ;  ; 8 ; Моряк-собиратель ; 151 
 5837 ; 10 рандов ЮАР ;  ;  ;  ;  ; 32 ; Моряк-собиратель ; 365 
 5838 ; Бона иностранная Тайланд ;  ;  ;  ;  ; 14 ; mart_si ; 51 
 5839 ; Бона иностранная Тайланд ;  ;  ;  ;  ; 12 ; collector64 ; 58 
 5840 ; Бона иностранная Тайланд ;  ;  ;  ;  ; 12 ; mart_si ; 172 
 5841 ; Бона иностранная Тайланд ;  ;  ;  ;  ; 17 ; всыня ; 782 
 5842 ; Бона иностранная ;  ;  ;  ;  ; 8 ; collector64 ; 13 
 5843 ; Бона иностранная Йемен ;  ;  ;  ; AU ; 27 ; komod ; 63 
 5844 ; Бона иностранная Дания ;  ;  ;  ; AU ; 31 ; grimbo ; 347 
 5845 ; Бона иностранная Дания ;  ;  ;  ;  ; 27 ; Valeev ; 810 
 5846 ; Бона иностранная Дания ;  ;  ;  ;  ; 9 ; 000SABik ; 387 
 5847 ; 100 марок Саксонский банк Дрезден ; 1911 ;  ;  ; AU ; 57 ; vlad77 ; 2028 
 5848 ; 100 марок Манхайм ; 1902 ;  ;  ;  ; 53 ; т92 ; 1248 
 5849 ; 100 марок Штутгарт ; 1911 ;  ;  ;  ; 27 ; vlad77 ; 906 
 5850 ; 100 марок Штутгарт ; 1918 ;  ;  ;  ; 60 ; attila375 ; 1248 
 5851 ; 100 марок Мюнхен ; 1922 ;  ;  ;  ; 13 ; attila375 ; 585 
 5852 ; 1000 марок Мюнхен ; 1922 ;  ;  ;  ; 13 ; attila375 ; 238 
 5853 ; Лот бон Германия ; 1900-1922 ;  ;  ;  ; 48 ; Azeroter1 ; 716 
 5854 ; 5 марок Германия ; 1960 ;  ;  ; AU ; 26 ; RIDDIC ; 512 
 5855 ; 10 марок Германия ; 1949 ;  ;  ;  ; 27 ; kont ; 1134 
 5856 ; 10 марок Германия ; 1970 ;  ;  ;  ; 20 ; нв1975 ; 590 
 5857 ; 1000 марок Польша ; 1919 ;  ;  ;  ; 17 ; MDV ; 528 
 5858 ; 5000 марок Польша ; 1920 ;  ;  ;  ; 15 ; gdrg2 ; 578 
 5859 ; 500 злотых Польша ; 1979 ;  ;  ; AU ; 99 ; alesjane ; 472 
 5860 ; 100 злотых Польша ; 1986 ;  ;  ; AU ; 37 ; RIDDIC ; 114 
 5861 ; Бона иностранная Литва ; 1991 ;  ;  ; AU ; 22 ; RIDDIC ; 95 
 5862 ; Бона иностранная Литва ; 1991 ;  ;  ; AU ; 33 ; RIDDIC ; 50 
 5863 ; Бона иностранная Литва ; 1993 ;  ;  ; AU ; 25 ; Hamlet ; 65 
 5864 ; Бона иностранная Франция ; 1977 ;  ;  ;  ; 42 ; graff36alex ; 220 
 5865 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 17 ; RIDDIC ; 30 
 5866 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 29 ; RIDDIC ; 46 
 5867 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 14 ; ВНВ ; 82 
 5868 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 10 ; ВНВ ; 82 
 5869 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 9 ; ВНВ ; 82 
 5870 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 10 ; ВНВ ; 82 
 5871 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 24 ; kont ; 703 
 5872 ; Бона иностранная Мексика ;  ;  ;  ;  ; 11 ; karal ; 45 
 5873 ; Бона иностранная Мексика ;  ;  ;  ; AU ; 23 ; svv ; 255 
 5874 ; Бона иностранная Германия ;  ;  ;  ;  ; 34 ; serow1975 ; 131 
 5875 ; Бона иностранная Германия ;  ;  ;  ;  ; 24 ; fregat ; 74 
 5876 ; Лот бон 6 шт. Германия ;  ;  ;  ;  ; 23 ; maks169 ; 612 
 5877 ; 1 лев Болгария ; 1951 ;  ;  ; AU ; 47 ; Sky2 ; 1485 
 5878 ; 3 лева Болгария ; 1951 ;  ;  ; AU ; 33 ; u10257 ; 132 
 5879 ; 5 лев Болгария ; 1951 ;  ;  ; AU ; 37 ; u10257 ; 215 
 5880 ; 5 лев Болгария ; 1974 ;  ;  ; AU ; 31 ; u10257 ; 260 
 5881 ; 10 лев Болгария ; 1974 ;  ;  ; AU ; 27 ; Бармалей ; 352 
 5882 ; 20 лев Болгария ; 1991 ;  ;  ; AU ; 33 ; u10257 ; 132 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Darik75 ; 152 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 7 ; lsamurai ; 30 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Darik75 ; 102 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 13 ; lsamurai ; 157 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 20 ; 95522 ; 161 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 9 ; тикси3 ; 107 
 5612 ; Бона иностранная ;  ;  ;  ;  ; 11 ; attila375 ; 121 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 29 ; Khab27 ; 487 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 23 ; alesjane ; 453 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 5 ; alesjane ; 1018 
 5616 ; Бона иностранная ;  ;  ;  ;  ; 5 ; тикси3 ; 107 
 5617 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ек ; 79 
 5618 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ек ; 101 
 5619 ; Бона иностранная ;  ;  ;  ;  ; 3 ; тикси3 ; 101 
 5620 ; Бона иностранная ;  ;  ;  ;  ; 5 ; gdrg2 ; 114 
 5621 ; Бона иностранная ;  ;  ;  ;  ; 21 ; CASABLANCA ; 114 
 5622 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ек ; 22 
 5800 ; 100 марок Финляндия ; 1909 ;  ;  ;  ; 76 ; Boss Orange ; 3627 
 5801 ; 100 лат Латвия ; 1939 ;  ;  ;  ; 29 ; karal ; 1801 
 5802 ; 25 лат Латвия ; 1938 ;  ;  ;  ; 28 ; Khab27 ; 279 
 5803 ; 100 марок/ 1 крона Эстония ; 1923 ;  ;  ;  ; 34 ; bva150979 ; 2720 
 5804 ; 100 марок Эстония ; 1923 ;  ;  ;  ; 21 ; von_Schwarz ; 2001 
 5805 ; 25 марок Эстония ; 1922 ;  ;  ;  ; 28 ; D-503 ; 2039 
 5806 ; Лот бон 4 шт. Эстония ;  ;  ;  ;  ; 21 ; alex241 ; 2042 
 5807 ; 2 кроны Эстония ; 2006 ;  ;  ;  ; 3 ; иржик86 ; 26 
 5808 ; 100 марок Финляндия ; 1986 ;  ;  ;  ; 58 ; AndrCh58 ; 840 
 5809 ; 50 марок Финляндия ; 1986 ;  ;  ;  ; 17 ; sos1 ; 599 
 5810 ; 10 марок Финляндия ; 1986 ;  ;  ;  ; 26 ; Khab27 ; 148 
 5811 ; 10 марок Германия ; 1989 ;  ;  ;  ; 43 ; CASABLANCA ; 548 
 5812 ; 10 фунтов Великобритания ;  ;  ;  ;  ; 30 ; Khab27 ; 916 
 5813 ; 5 фунтов Великобритания ;  ;  ;  ;  ; 26 ; Khab27 ; 565 
 5814 ; 5 фунтов Шотландия ;  ;  ;  ;  ; 22 ; Khab27 ; 453 
 5815 ; 5 фунтов Шотландия ;  ;  ;  ;  ; 17 ; Khab27 ; 475 
 5816 ; 1 фунт Великобритания ;  ;  ;  ;  ; 37 ; Гарыныч ; 364 
