 6709 ; П. Гришин. Приготовление пищи. Лениздат 1959 год. ;  ;  ;  ;  ; 27 ; Sk-masshtab ; 510 
 6710 ; Журнал Задушевное слово №9 от 27.12.1915 г. ;  ;  ;  ;  ; 19 ; savva ; 204 
 6711 ; Журнал Всемирный турист  1930 год, №10. ;  ;  ;  ;  ; 15 ; Краснодар ; 164 
 6712 ; Журнал Путеводный огонек 1915 год, № 20. ;  ;  ;  ;  ; 42 ; savva ; 432 
 6713 ; Начало мореходства на Руси. В.В.Мавродин 1949г С картами ;  ;  ;  ;  ; 31 ; 78gen ; 1536 
 6714 ; Модель. Liebherr R 954. 1/87. Германия, Herpa. Коробка ; 1990-е гг ;  ;  ;  ; 27 ; 78gen ; 826 
 6715 ; Модель. Scania. 1/87. Германия, Herpa ; 1990-е гг ;  ;  ;  ; 25 ; Логистик ; 459 
 6716 ; Модель. Renault. Германия, Albedo. Кабина откидывается ; 1990-е гг ;  ;  ;  ; 11 ; Логистик ; 442 
 6717 ; Модель. Снегоуборочная машина MAN. 1/87.Германия, Herpa ; 1990-е гг ;  ;  ;  ; 14 ; Логистик ; 459 
 6718 ; Модель. Волга ГАЗ-24. 1/87. Германия, Herpa. Коробка ; 2000-е гг ;  ;  ;  ; 11 ; Meshok ; 516 
 6719 ; Лот винтажных моделей авто 5 шт. Англия. ;  ;  ; Б/м ;  ; 59 ; Логистик ; 7559 
 6659 ; Шприц кондитерский, начало XX века. Англия. ;  ;  ;  ;  ; 60 ; alapabula ; 2454 
 6660 ; Взбивалка ;  ;  ; Ж/м ;  ; 47 ; alapabula ; 1629 
 6661 ; Лот церковных предметов 2 шт в коробке. ;  ;  ; Б/м ;  ; 30 ; vit2503 ; 306 
 6662 ; Будильник SLAVA - Спутник. ;  ;  ;  ;  ; 23 ; Rjym gtlfkmysq ; 1258 
 6663 ; Будильник настольный Ракета. ;  ;  ; Б/м ;  ; 9 ; Kartu ; 340 
 6664 ; Сувенир записная книжка, эмаль, роспись. ;  ;  ;  ;  ; 37 ; Чуча ; 312 
 6665 ; Салатница, мельхиор. ;  ;  ; Б/м ;  ; 17 ; Боня ; 473 
 6666 ; Набор спичечных коробков МИНЛЕСБУМПРОМА СССР. ;  ;  ;  ;  ; 19 ; Sk-masshtab ; 793 
 6667 ; Зажигалка CORONA ;  ;  ;  ;  ; 77 ; kaktotak ; 907 
 6668 ; Запонки эмаль в оригинальной коробке Русские самоцветы. ;  ;  ;  ;  ; 47 ; antiquar ; 340 
 6669 ; Набор оловянных солдатиков Наполеоновские войны. Ручная роспись. 5 шт. ;  ;  ; Б/м ;  ; 40 ; Приор ; 908 
 6670 ; Набор оловянных солдатиков. Ручная роспись. 5 шт. ;  ;  ; Б/м ;  ; 30 ; Приор ; 1173 
 6671 ; Лот Спичечница 50 лет Октября. Мосштамп и сувенир XXVII съезд КПСС. ;  ;  ; Ж/м ;  ; 49 ; Vladzers ; 906 
 6672 ; Панно на стену, барельеф. Сталин. Диаметр 25 см. Чугун. 1600 г ;  ;  ;  ;  ; 50 ; Alexim ; 3038 
 6673 ; Кусачки для сахара. Длинна 130 мм. ;  ;  ;  ;  ; 34 ; alapabula ; 1407 
 6674 ; Пепельница Шахматная серия, натуральный камень. Диаметр 150 мм ;  ;  ;  ;  ; 21 ; Боня ; 567 
 6675 ; Ваза металл, эмаль. Высота 165 мм. Имеются повреждения эмали и деформация ;  ;  ;  ;  ; 19 ; Чуча ; 255 
 6676 ; Ваза металл, эмаль. Высота 125 мм. Имеются повреждения эмали и деформация ;  ;  ;  ;  ; 9 ; Чуча ; 201 
 6677 ; Экспонометр фотоэлектрический "Ленинград 2". В футляре и коробке ;  ;  ;  ;  ; 17 ; Ligaga ; 120 
