 5878 ; Лот бон 3 шт ;  ;  ;  ;  ; 21 ; kop ; 153 
 5879 ; Лот бон 5 шт ;  ;  ;  ;  ; 18 ; kop ; 178 
 5880 ; Лот бон 7 шт ;  ;  ;  ;  ; 28 ; wwn ; 294 
 5881 ; Бона иностранная ;  ;  ;  ;  ; 11 ; sheriff 0 ; 42 
 5882 ; Бона иностранная ;  ;  ;  ;  ; 39 ; von_Schwarz ; 561 
 5883 ; Бона иностранная ;  ;  ;  ;  ; 33 ; sos1 ; 476 
 5884 ; Бона иностранная ;  ;  ;  ;  ; 20 ; sos1 ; 317 
 5885 ; Бона иностранная ;  ;  ;  ;  ; 48 ; Майкл ; 304 
 5886 ; Лот нотгельдов 10 шт ;  ;  ;  ;  ; 23 ; SergeyDzen ; 354 
 5887 ; Лот нотгельдов 15 шт ;  ;  ;  ;  ; 28 ; SergeyDzen ; 567 
 5888 ; Лот ценных бумаг 16 шт ;  ;  ;  ;  ; 22 ; altunin ; 714 
 5889 ; Лот бон Болгарии (2 шт.) ;  ;  ;  ; AU ; 22 ; $$$ ; 148 
 5890 ; Бона иностранная Куба ;  ;  ;  ; AU ; 39 ; skirill ; 100 
 5891 ; Бона иностранная Никарагуа ;  ;  ;  ; AU ; 23 ; 6719 ; 48 
 5892 ; Лот бон Никарагуа (2 шт.) ;  ;  ;  ; AU ; 27 ; 6719 ; 90 
 5893 ; Бона иностранная Камбоджия. ;  ;  ;  ; AU ; 15 ; 6719 ; 63 
 5894 ; Бона иностранная Уругваи ;  ;  ;  ; AU ; 23 ; 6719 ; 59 
 5895 ; Бона иностранная Бразилия ;  ;  ;  ; AU ; 13 ; 6719 ; 42 
 5896 ; Лот бон  Бразилия (2 шт.) ;  ;  ;  ; AU ; 15 ; 6719 ; 73 
 5897 ; Бона иностранная Британские вооруженные силы ;  ;  ;  ; AU ; 15 ; alex241 ; 77 
 5898 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 11 ; 6719 ; 44 
 5899 ; Бона иностранная Доиминикана ;  ;  ;  ; AU ; 35 ; Хаа ; 125 
 5900 ; Бона иностранная Перу ;  ;  ;  ; AU ; 23 ; Хаа ; 108 
 5901 ; Бона иностранная Бирма ;  ;  ;  ; AU ; 13 ; 6719 ; 34 
 5902 ; Бона иностранная Египет ;  ;  ;  ; AU ; 29 ; 6719 ; 53 
 5903 ; Бона иностранная Китай ;  ;  ;  ; AU ; 14 ; 6719 ; 55 
 5904 ; Бона иностранная ;  ;  ;  ;  ; 15 ; 6719 ; 45 
 5905 ; Бона иностранная ;  ;  ;  ;  ; 23 ; air ; 114 
