 6213 ; Пухов Е.В. Монеты "Ефимок с признаками" ; 2014 ;  ;  ;  ; 77 ; 8reales ; 645 
 6214 ; В.И. Какарено, И.Н. Шталенков. Каталог  "Монеты Великого княжества Литовского" (1492-1707) ; 2005 ;  ;  ;  ; 50 ; Папа с рацией ; 1224 
 6215 ; Eckhard Kruggel & Gundars Gerbasevskis "Монеты города Рига" (1581-1621). Рига ; 2002 ;  ;  ;  ; 62 ; Mollo ; 1994 
 6216 ; Монеты Швеции 1521-1977 ; 1976 ;  ;  ;  ; 32 ; aletta ; 1723 
 6163 ; Лот почтовых карточек (5 штук) Napoleon  pod Piramidami ;  ;  ;  ;  ; 9 ; nikolas13 ; 305 
 6164 ; Лот почтовых карточек (10 штук). Наполеон Бонапарт ;  ;  ;  ;  ; 9 ; Грег ; 465 
 6165 ; Лот почтовых карточек до 1917 года (2 штуки) Волга ;  ;  ;  ;  ; 5 ; Алекс2007 ; 97 
 6166 ; Почтовая карточка.  Джеймс Дин ;  ;  ;  ;  ; 5 ; lenohota ; 51 
 6167 ; Почтовая карточка. ;  ;  ;  ;  ; 13 ; lagom ; 70 
 6168 ; Почтовая карточка. ;  ;  ;  ;  ; 14 ; graff36alex ; 59 
 6169 ; Почтовая карточка. Одри Хепберн ;  ;  ;  ;  ; 19 ; QSL ; 261 
 6170 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 2 ; erwin ; 150 
 6171 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 16 ; graff36alex ; 130 
 6172 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 13 ; erwin ; 123 
 6173 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 10 ; lagom ; 74 
 6174 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 11 ; lagom ; 133 
 6175 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 7 ; erwin ; 34 
 6176 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 11 ; erwin ; 113 
 6177 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 4 ; krass ; 159 
 6178 ; Почтовая карточка.  Чарли Чаплин ;  ;  ;  ;  ; 9 ; Sedoi ; 57 
 6179 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 4 ; krass ; 200 
 6180 ; Почтовая карточка Pin-Up ;  ;  ;  ;  ; 9 ; Ratmen ; 153 
 6181 ; Лот почтовых карточек (4 штуки) Мерлин Монро ;  ;  ;  ;  ; 23 ; lenohota ; 616 
 6182 ; Лот конвертов со спецгашением (4 штуки, 03.10.1990г) "Морские животные" ;  ;  ;  ;  ; 2 ; Ratmen ; 179 
 6183 ; Лот конвертов со спецгашением (2 штуки) 1990год ;  ;  ;  ;  ; 38 ; Папа с рацией ; 159 
 6184 ; Лот конвертов со спецгашением (3 штуки, 04.05.1990г) "Фонд помощи зоопаркам" ;  ;  ;  ;  ; 11 ; Папа с рацией ; 159 
 6185 ; Лот почтовых конвертов и почтовой карточки с гашением. Международные направления ;  ;  ;  ;  ; 9 ; SWRUS ; 179 
 6186 ; Лот почтовых конвертов  (6 штук), международные направления ;  ;  ;  ;  ; 33 ; Alks75 ; 509 
 6187 ; Лот почтовых конвертов (8 штук) со штампом "Международное" ;  ;  ;  ;  ; 15 ; Папа с рацией ; 161 
 6188 ; Лот почтовых конвертов (4 штуки) ;  ;  ;  ;  ; 9 ; жених ; 114 
 6189 ; Лот конвертов со спецгашением (3 штуки), 1990 год ;  ;  ;  ;  ; 11 ; Папа с рацией ; 138 
 6190 ; Лот конвертов со спецгашением (3 штуки), 1989 год ;  ;  ;  ;  ; 11 ; Папа с рацией ; 137 
 6191 ; Лот почтовых конвертов со спецгашением "Северный полюс" (3 штуки) ;  ;  ;  ;  ; 26 ; Sedoi ; 250 
 6192 ; Лот КПД. Гашение на почте ООН (3 штуки) ; 1971 ;  ;  ;  ; 26 ; ВЕПРЬ ; 126 
 6193 ; КПД. Гашение на почте ООН (с сертификатом) ; 1976 ;  ;  ;  ; 6 ; Ratmen ; 31 
 6194 ; Лот КПД. Гашение на почте ООН (3 штуки) ; 1971 ;  ;  ;  ; 26 ; ВЕПРЬ ; 124 
 6195 ; Лот почтовых конвертов со спецгашением "Северный полюс" (4 штуки) ;  ;  ;  ;  ; 9 ; Папа с рацией ; 223 
 6196 ; Лот почтовых конвертов со спецгашением "Северный полюс" (3 штуки) ;  ;  ;  ;  ; 9 ; Папа с рацией ; 223 
 6197 ; Лот почтовых конвертов со спецгашением "Северный полюс" (3 штуки) ; 1982 ;  ;  ;  ; 19 ; Папа с рацией ; 223 
 6198 ; Лот почтовых конвертов (5 штук) Международные направления ;  ;  ;  ;  ; 10 ; Slavarik ; 12 
 6199 ; Лот почтовых конвертов (7 штук)  Международные направления (НИИ Арктики и Антарктики) ;  ;  ;  ;  ; 24 ; Sedoi ; 91 
 6200 ; Лот почтовых конвертов (6 штук) ;  ;  ;  ;  ; 11 ; Папа с рацией ; 126 
 6201 ; Лот-коллекция справочников « Монеты РСФСР, СССР и России 1921 – 2018 гг». 8 штук. Редакции 37, 38, 40, 41, 42, 43, 45 и 46. ;  ;  ;  ;  ; 30 ; agentvovan ; 322 
 6202 ; Лот из 2-х книг В. Е. Семенова. Русские деньги X - XVII вв, ред. 7. Рюрик и Владимир, самоучитель по русской истории. ;  ;  ;  ;  ; 56 ; СТРЕКОЗА ; 458 
 6203 ; В.Е. Семенов. Куда уходят деньги. ;  ;  ;  ;  ; 35 ; СТРЕКОЗА ; 157 
 6204 ; Каталог-справочник "Бумажные деньги России". Часть II. Редакция 8, 2015 год ;  ;  ;  ;  ; 18 ; Sky2 ; 360 
 6205 ; Монеты Беларуси 1996-2006. Редакция 1, 2007 г. ;  ;  ;  ;  ; 40 ; agentvovan ; 55 
 6206 ; Рандольф Зандер. Серебряные рубли и ефимки Романовской России 1654-1915 ; 1998 ;  ;  ;  ; 53 ; 8reales ; 969 
 6207 ; А.А. Щелоков. Монеты СССР. Москва. Финансы и статистика ; 1990 ;  ;  ;  ; 41 ; страус ; 338 
 6208 ; DNW. Аукционный каталог 124. Британские монеты ;  ;  ;  ;  ; 22 ; alex62 ; 155 
 6209 ; Б.В. Сенилов "Военные деньги Второй Мировой Войны". Москва, Финансы и статистика ; 1991 ;  ;  ;  ; 18 ; Sky2 ; 520 
 6210 ; В.И. Таранков "Ценные бумаги Государства Российского" ; 1992 ;  ;  ;  ; 38 ; Asandr ; 466 
 6211 ; Журнал "Петербургский коллекционер" 2 (64) ; 2011 ;  ;  ;  ; 31 ; Dahan ; 199 
 6212 ; Каталог-ценник. Российские и Советские монеты металлические боны (1918-2000). Москва. Ассоциация "Пруф" ; 2000 ;  ;  ;  ; 46 ; Mollo ; 164 
 6113 ; Почтовая карточка.  Фредди Меркьюри ;  ;  ;  ;  ; 16 ; QSL ; 296 
 6114 ; Почтовая карточка.  Фредди Меркьюри ;  ;  ;  ;  ; 18 ; cr2952 ; 237 
 6115 ; Почтовая карточка.  Фредди Меркьюри ;  ;  ;  ;  ; 1 ; cr2952 ; 147 
 6116 ; Почтовая карточка. Мерлин Монро ;  ;  ;  ;  ; 10 ; lenohota ; 204 
 6117 ; Почтовая карточка. Мерлин Монро ;  ;  ;  ;  ; 2 ; cr2952 ; 147 
 6118 ; Почтовая карточка. Мерлин Монро ;  ;  ;  ;  ; 8 ; lenohota ; 204 
 6119 ; Почтовая карточка. Мерлин Монро ;  ;  ;  ;  ; 1 ; cr2952 ; 147 
 6120 ; Почтовая карточка. Мерлин Монро ;  ;  ;  ;  ; 8 ; lenohota ; 204 
 6121 ; Почтовая карточка. Мерлин Монро ;  ;  ;  ;  ; 2 ; Komposter ; 150 
 6122 ; Почтовая карточка.  Bettie Page ;  ;  ;  ;  ; 14 ; QSL ; 227 
 6123 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 1 ; cr2952 ; 147 
 6124 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 1 ; cr2952 ; 147 
 6125 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 4 ; krass ; 200 
 6126 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 1 ; cr2952 ; 147 
 6127 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 4 ; krass ; 159 
 6128 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 1 ; cr2952 ; 147 
 6129 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 1 ; cr2952 ; 190 
 6130 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 1 ; cr2952 ; 147 
 6131 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 1 ; cr2952 ; 190 
 6132 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 1 ; cr2952 ; 190 
 6133 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 11 ; krass ; 357 
 6134 ; Почтовая карточка Pin-Ups Girls ;  ;  ;  ;  ; 19 ; krass ; 408 
 6135 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; nikolas13 ; 30 
 6136 ; Почтовая открытка с гашением Gand 1956г ;  ;  ;  ;  ; 3 ; 1gold ; 13 
 6137 ; Почтовая карточка  с гашением Berlin 1930 год ;  ;  ;  ;  ; 28 ; 1gold ; 128 
 6138 ; Почтовая карточка  с гашением Berlin 1965 год ;  ;  ;  ;  ; 3 ; птичка16 ; 16 
 6139 ; Почтовая карточка "На охоте" 1956г ;  ;  ;  ;  ; 10 ; горный ; 99 
 6140 ; Почтовая карточка. Теплоход "Эстония" ;  ;  ;  ;  ; 3 ; рост ; 90 
 6141 ; Лот почтовых карточек (5 штук) "Детское творчество" 1966г ;  ;  ;  ;  ; 5 ; Краснодар ; 6 
 6142 ; Лот почтовых карточек (2 штуки). Наполеон Бонапарт ;  ;  ;  ;  ; 7 ; Ванин ; 133 
 6143 ; Лот почтовых карточек (2 штуки). Наполеон Бонапарт ;  ;  ;  ;  ; 5 ; Ванин ; 97 
 6144 ; Лот почтовых карточек (2 штуки). Наполеон Бонапарт ;  ;  ;  ;  ; 12 ; Ванин ; 178 
 6145 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 7 ; Майкоп ; 67 
 6146 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 7 ; Майкоп ; 67 
 6147 ; Лот почтовых карточек (3 штуки) ;  ;  ;  ;  ; 24 ; Грег ; 1020 
 6148 ; Лот почтовых карточек (3 штуки) ;  ;  ;  ;  ; 15 ; Грег ; 816 
 6149 ; Лот почтовых карточек (3 штуки) ;  ;  ;  ;  ; 15 ; Грег ; 816 
 6150 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 16 ; Ванин ; 333 
 6151 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 28 ; RAPAN ; 680 
 6152 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 13 ; Ванин ; 306 
 6153 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 17 ; Грег ; 80 
 6154 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 11 ; Грег ; 147 
 6155 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 9 ; Майкоп ; 90 
 6156 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 31 ; RAPAN ; 680 
 6157 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 24 ; RAPAN ; 680 
 6158 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 21 ; RAPAN ; 680 
 6159 ; Почтовая карточка. Наполеон Бонапарт ;  ;  ;  ;  ; 17 ; Грег ; 65 
 6160 ; Почтовая карточка ; 1926 ;  ;  ;  ; 13 ; Грег ; 200 
