 4288 ; Бона иностранная ;  ;  ;  ;  ; 16 ; max8888 ; 31 
 4289 ; Бона иностранная ;  ;  ;  ;  ; 31 ; kozerog ; 48 
 4290 ; Бона иностранная ;  ;  ;  ;  ; 32 ; max8888 ; 36 
 4291 ; Бона иностранная ;  ;  ;  ;  ; 16 ; kozerog ; 45 
 4292 ; Бона иностранная ;  ;  ;  ;  ; 10 ; max8888 ; 35 
 4293 ; Бона иностранная ;  ;  ;  ;  ; 10 ; kozerog ; 36 
 4294 ; Бона иностранная ;  ;  ;  ;  ; 12 ; kozerog ; 35 
 4295 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Dander ; 36 
 4296 ; Бона иностранная ;  ;  ;  ;  ; 21 ; max8888 ; 33 
 4297 ; Бона иностранная ;  ;  ;  ;  ; 15 ; max8888 ; 37 
 4298 ; Бона иностранная ;  ;  ;  ;  ; 10 ; max8888 ; 33 
 4299 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Dander ; 32 
 4300 ; Бона иностранная ;  ;  ;  ;  ; 24 ; Dander ; 33 
 4301 ; Бона иностранная ;  ;  ;  ;  ; 24 ; AIK60 ; 154 
 4302 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Sky2 ; 153 
 4303 ; Бона иностранная ;  ;  ;  ;  ; 31 ; 661 ; 99 
 4304 ; Бона иностранная ;  ;  ;  ;  ; 18 ; kazdmi ; 29 
 4305 ; Бона иностранная ;  ;  ;  ;  ; 14 ; ИЮМов1 ; 156 
 4306 ; Бона иностранная ;  ;  ;  ;  ; 17 ; 661 ; 53 
 4307 ; Бона иностранная ;  ;  ;  ;  ; 19 ; smel ; 149 
 4308 ; Бона иностранная ;  ;  ;  ;  ; 35 ; 661 ; 88 
 4309 ; Бона иностранная ;  ;  ;  ;  ; 25 ; 661 ; 48 
 4310 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Dander ; 36 
 4311 ; Бона иностранная ;  ;  ;  ;  ; 33 ; Dander ; 69 
 4312 ; Бона иностранная ;  ;  ;  ;  ; 24 ; vladimir-sirke ; 70 
 4313 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Dander ; 41 
 4314 ; Бона иностранная ;  ;  ;  ;  ; 6 ; sasha14 ; 30 
