 3551 ; Бона иностранная ;  ;  ;  ;  ; 17 ; tau ; 81 
 3552 ; Бона иностранная ;  ;  ;  ;  ; 55 ; tau ; 81 
 3553 ; Бона иностранная ;  ;  ;  ;  ; 14 ; tau ; 70 
 3554 ; Бона иностранная ;  ;  ;  ;  ; 27 ; tau ; 78 
 3555 ; Бона иностранная ;  ;  ;  ;  ; 11 ; tau ; 65 
 3556 ; Бона иностранная ;  ;  ;  ;  ; 34 ; igni1021 ; 95 
 3557 ; Бона иностранная ;  ;  ;  ;  ; 13 ; tau ; 78 
 3558 ; Бона иностранная ;  ;  ;  ;  ; 70 ; tau ; 108 
 3501 ; Бона иностранная ;  ;  ;  ;  ; 25 ; kostian1284 ; 199 
 3502 ; Бона иностранная ;  ;  ;  ;  ; 3 ; pristav61 ; 33 
 3503 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Ю... ; 31 
 3504 ; Бона иностранная ;  ;  ;  ;  ; 25 ; pristav61 ; 50 
 3505 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Ю... ; 32 
 3506 ; Бона иностранная ;  ;  ;  ;  ; 17 ; pristav61 ; 50 
 3507 ; Бона иностранная ;  ;  ;  ;  ; 11 ; tau ; 85 
 3508 ; Бона иностранная ;  ;  ;  ;  ; 45 ; sos1 ; 338 
 3509 ; Бона иностранная ;  ;  ;  ;  ; 13 ; kont ; 101 
 3510 ; Бона иностранная ;  ;  ;  ;  ; 15 ; kont ; 100 
 3511 ; Бона иностранная ;  ;  ;  ;  ; 37 ; kont ; 101 
 3512 ; Бона иностранная ;  ;  ;  ;  ; 15 ; tau ; 178 
 3513 ; Бона иностранная ;  ;  ;  ;  ; 8 ; smel ; 132 
 3514 ; Бона иностранная ;  ;  ;  ;  ; 8 ; tau ; 176 
 3515 ; Бона иностранная ;  ;  ;  ;  ; 25 ; sos1 ; 248 
 3516 ; Бона иностранная ;  ;  ;  ;  ; 36 ; rachkowsky ; 153 
 3517 ; Бона иностранная ;  ;  ;  ;  ; 12 ; rachkowsky ; 77 
 3518 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Ю... ; 32 
 3519 ; Бона иностранная ;  ;  ;  ;  ; 12 ; сми ; 51 
 3520 ; Бона иностранная ;  ;  ;  ;  ; 10 ; pristav61 ; 50 
 3521 ; Бона иностранная ;  ;  ;  ;  ; 24 ; tau ; 90 
