 5822 ; Лот талонов Литва. 6 шт ; 1991 ;  ;  ;  ; 19 ; cash ; 816 
 5823 ; Лот бон 5 шт ;  ;  ;  ;  ; 15 ; Стрепет ; 306 
 5824 ; Лот бон 8 шт ;  ;  ;  ;  ; 13 ; я8844 ; 453 
 5825 ; Лот бон 5 шт ;  ;  ;  ;  ; 7 ; Саша Zzzz ; 267 
 5826 ; Бона иностранная ;  ;  ;  ;  ; 24 ; air ; 395 
 5827 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Kreator ; 508 
 5828 ; Лот нотгельдов 4 шт ;  ;  ;  ;  ; 13 ; kent01 ; 114 
 5829 ; Лот нотгельдов 4 шт ;  ;  ;  ;  ; 10 ; наташа2712 ; 114 
 5830 ; Лот нотгельдов 4 шт ;  ;  ;  ;  ; 11 ; лайк ; 126 
 5831 ; Лот нотгельдов 5 шт ;  ;  ;  ;  ; 15 ; Johnny Walker ; 136 
 5832 ; Лот нотгельдов 5 шт ;  ;  ;  ;  ; 14 ; Скрудж ; 128 
 5833 ; Лот нотгельдов 3 шт ;  ;  ;  ;  ; 11 ; наташа2712 ; 101 
 5834 ; Лот нотгельдов 3 шт ;  ;  ;  ;  ; 10 ; наташа2712 ; 78 
 5835 ; Лот нотгельдов 3 шт ;  ;  ;  ;  ; 17 ; наташа2712 ; 104 
 5836 ; Лот нотгельдов 3 шт ;  ;  ;  ;  ; 15 ; smel ; 104 
 5837 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Jan Grandier ; 150 
 5838 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Alex V ; 80 
 5839 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Alex V ; 36 
 5840 ; Бона иностранная ;  ;  ;  ;  ; 11 ; наташа2712 ; 102 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 34 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 15 ; середа ; 31 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 15 ; вулканолог ; 67 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Стрепет ; 174 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Gera_K ; 32 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 298541 ; 42 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 5 ; вулканолог ; 89 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Dino Zavr ; 153 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 11 ; _1111_ ; 239 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 7 ; igor39 ; 60 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 7 ; НЭРИ ; 45 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Slava O ; 222 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 81 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Slava O ; 81 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Slava O ; 81 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 33 ; Slava O ; 222 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 21 ; сс400 ; 591 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Gera_K ; 120 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Dino Zavr ; 153 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 5 ; igor39 ; 30 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 8 ; smel ; 50 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Dino Zavr ; 181 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Dino Zavr ; 130 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 8 ; sidr ; 100 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Slava O ; 30 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Опятор ; 153 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 5 ; сс400 ; 41 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 23 ; трутень ; 104 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 9 ; jj ; 51 
 5801 ; Бона иностранная. Финляндия 1000 марок ; 1945 ;  ;  ;  ; 51 ; tss ; 2654 
 5802 ; Бона иностранная. Финляндия 100 марок ;  ;  ;  ;  ; 28 ; nikfed ; 765 
 5803 ; Бона иностранная. Финляндия 100 марок ; 1955 ;  ;  ;  ; 38 ; nikfed ; 521 
 5804 ; Бона иностранная. Финляндия 100 марок ; 1957 ;  ;  ;  ; 21 ; nikfed ; 357 
 5805 ; Бона иностранная. Финляндия 5 марок ; 1963 ;  ;  ;  ; 43 ; nikfed ; 459 
 5806 ; Лот бон Финляндия 1 марка. 3шт ; 1963 ;  ;  ;  ; 25 ; я8844 ; 123 
 5807 ; Лот бон Финляндия 5,10,20 марок ; 1939 ;  ;  ;  ; 19 ; Valdes ; 294 
 5808 ; Лот бон Финляндия 5 и 20 марок ; 1922 ;  ;  ;  ; 18 ; Gera_K ; 159 
 5809 ; Бона иностранная. Финляндия 20 марок ; 1945 ;  ;  ;  ; 29 ; nikfed ; 459 
 5810 ; Лот  бон Финляндия 25 пени и 1 марка ; 1918 ;  ;  ;  ; 24 ; Valdes ; 135 
 5811 ; Бона иностранная 50000 марок. Польша ; 1922 ;  ;  ;  ; 40 ; ppp ; 140 
 5812 ; Лот бон Финляндия 10 шт ;  ;  ;  ;  ; 24 ; ignatovanton ; 348 
 5813 ; Лот бон Литва 2 шт ;  ;  ;  ;  ; 15 ; Bambr ; 102 
 5814 ; Лот бон Эстония 4 шт ;  ;  ;  ;  ; 11 ; спарта ; 164 
 5815 ; Лот бон Украина 7 шт ;  ;  ;  ;  ; 19 ; спарта ; 221 
 5816 ; Лот купон Украина 12 шт ;  ;  ;  ;  ; 68 ; X-43A ; 258 
 5817 ; Лот бон Узбекистан 11 шт ;  ;  ;  ;  ; 25 ; Стрепет ; 276 
 5818 ; Бона иностранная 500 сум ; 1999 ;  ;  ;  ; 9 ; наташа2712 ; 101 
 5819 ; Бона иностранная 500 франков. Франция ; 1985 ;  ;  ;  ; 27 ; спарта ; 1000 
 5820 ; Бона иностранная 100 марок. Германия ; 1922 ;  ;  ;  ; 38 ; спарта ; 1841 
 5821 ; Лот бон 3 шт ;  ;  ;  ;  ; 33 ; спарта ; 905 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 81 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 7 ; середа ; 30 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 16 ; kozerog ; 62 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Monata ; 227 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ignatovanton ; 120 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 3 ; сс400 ; 31 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 6 ; сс400 ; 34 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 9 ; kozerog ; 35 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 5 ; любитель555 ; 50 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 9 ; doiu33 ; 130 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 24 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ignatovanton ; 120 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 5 ; bva150979 ; 120 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Vahid ; 227 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Slava O ; 81 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 10 ; kozerog ; 50 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 27 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Pipe ; 50 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 14 ; я8844 ; 50 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 298541 ; 30 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 13 ; НЭРИ ; 251 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 11 ; середа ; 30 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Pipe ; 162 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 9 ; kozerog ; 42 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 5 ; П.А.Н. ; 32 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Papanator62 ; 45 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 8 ; П.А.Н. ; 41 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 25 ; парам ; 82 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 33 ; Dino Zavr ; 120 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Dino Zavr ; 120 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Dino Zavr ; 120 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 8 ; grond ; 30 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 7 ; наташа2712 ; 26 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Papanator62 ; 41 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 8 ; grond ; 40 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 5 ; вулканолог ; 50 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 14 ; kulon1 ; 189 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 14 ; kulon1 ; 194 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 12 ; kulon1 ; 194 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Alex V ; 100 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 19 ; наташа2712 ; 50 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Gera_K ; 40 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 8 ; doiu33 ; 101 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 15 ; kozerog ; 40 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 19 ; doiu33 ; 459 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Alex V ; 100 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 11 ; середа ; 35 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Опятор ; 50 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 9 ; brigadir ; 41 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Papanator62 ; 41 
 5398 ; Облигация в 100 рублей ; 1956 ;  ;  ;  ; 13 ; я8844 ; 63 
 5399 ; Облигация в 189 рублей. О-во троицкой ж.д. ; 1913 ;  ;  ;  ; 51 ; стрелец ; 689 
 5400 ; Облигация в 125 рублей. О-во Варшавско-Венской ж.д. ; 1890 ;  ;  ;  ; 29 ; стрелец ; 742 
 5401 ; Облигация в 125 рублей. О-во Владикавказской ж.д. ; 1894 ;  ;  ;  ; 34 ; стрелец ; 663 
 5402 ; Облигация в 125 рублей. О-во Юго-западных ж.д. ; 1885 ;  ;  ;  ; 26 ; тютю ; 560 
 5403 ; Облигация в 187,5 рублей. Российская 4% консолидированная рента ; 1901 ;  ;  ;  ; 30 ; тютю ; 560 
 5404 ; Облигация в 125 рублей. Николаевская ж.д. ; 1867 ;  ;  ;  ; 31 ; тютю ; 714 
 5405 ; Облигация в 125 рублей ; 1889 ;  ;  ;  ; 38 ; стрелец ; 663 
 5406 ; Облигация на 500 рублей ; 1950 ;  ;  ;  ; 19 ; svv ; 3400 
 5407 ; Облигация на 100 рублей ; 1947 ;  ;  ;  ; 22 ; я8844 ; 510 
 5408 ; Облигация на 200 рублей ; 1948 ;  ;  ;  ; 19 ; svv ; 663 
 5409 ; Облигация на 100 рублей ; 1949 ;  ;  ;  ; 21 ; я8844 ; 510 
 5410 ; Облигация на 100 рублей ; 1948 ;  ;  ;  ; 29 ; я8844 ; 510 
 5411 ; Облигация на 100 рублей ; 1951 ;  ;  ;  ; 11 ; vc57 ; 68 
 5412 ; Облигация на 100 рублей ; 1954 ;  ;  ;  ; 13 ; svv ; 170 
 5413 ; Облигация на 200 рублей ; 1956 ;  ;  ;  ; 24 ; LDD ; 136 
 5414 ; Облигация в 2 трудодня. Казань ; 1934 ;  ;  ;  ; 16 ; lesnik1 ; 388 
 5415 ; Лотерейный билет. Азербайджанской ССР ; 1958 ;  ;  ;  ; 11 ; kulon1 ; 263 
 5416 ; Лотерейный билет. ОСОАВИАХИМА ; 1932 ;  ;  ;  ; 13 ; solder13 ; 365 
 5417 ; Лотерейный билет. ОСОАВИАХИМА ; 1939 ;  ;  ;  ; 12 ; solder13 ; 225 
 5418 ; Талон 2 копейки "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 19 ; bonipari ; 273 
 5419 ; Облигация на 500000 рублей. ОБРАЗЕЦ ; 1999 ;  ;  ;  ; 6 ; kont ; 509 
 5420 ; Расчетный чек. ОБРАЗЕЦ ;  ;  ;  ;  ; 5 ; kont ; 238 
 5421 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; aluar ; 71 
 5422 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; Gera_K ; 102 
 5423 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; 2262н ; 26 
 5424 ; билет лоторен ; 1941 ;  ;  ;  ; 7 ; vangog3 ; 51 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 3 ; вулканолог ; 26 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 3 ; вулканолог ; 26 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 9 ; НЭРИ ; 60 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 6 ; НЭРИ ; 102 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 6 ; НЭРИ ; 102 
