 3177 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Sky2 ; 128 
 3178 ; Бона иностранная ;  ;  ;  ;  ; 77 ; Захар ; 407 
 3179 ; Бона иностранная ;  ;  ;  ;  ; 21 ; ICEK ; 59 
 3180 ; Бона иностранная ;  ;  ;  ;  ; 26 ; ICEK ; 61 
 3181 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Sky2 ; 20 
 3182 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Sky2 ; 20 
 3183 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Sky2 ; 34 
 3184 ; Бона иностранная ;  ;  ;  ;  ; 26 ; asru ; 29 
 3185 ; Бона иностранная ;  ;  ;  ;  ; 21 ; ICEK ; 110 
 3186 ; Бона иностранная ;  ;  ;  ;  ; 20 ; finder ; 23 
 3187 ; Бона иностранная ;  ;  ;  ;  ; 15 ; finder ; 22 
 3188 ; Бона иностранная ;  ;  ;  ;  ; 32 ; natallli ; 67 
 3189 ; Бона иностранная ;  ;  ;  ;  ; 10 ; ura 57 ; 32 
 3190 ; Бона иностранная ;  ;  ;  ;  ; 40 ; natallli ; 62 
 3191 ; Бона иностранная ;  ;  ;  ;  ; 10 ; конь ; 47 
 3192 ; Бона иностранная ;  ;  ;  ;  ; 15 ; asru ; 47 
 3193 ; 1 рубль ; 1898 ;  ;  ;  ; 57 ; seaman ; 101 
 3194 ; 250 рублей. Ростов ; 1918 ;  ;  ;  ; 33 ; skir ; 137 
 3195 ; Акция. Таганрогское металлургическое общество ; 1912 ;  ;  ;  ; 30 ; lelik ; 568 
 3196 ; Акция. Таганрогское металлургическое общество ; 1913 ;  ;  ;  ; 18 ; lelik ; 540 
 3197 ; Акция. Промышленное общество Успенского Бассейна ; 1896 ;  ;  ;  ; 17 ; lelik ; 628 
 3198 ; Свидетельство крестьянского поземельного банка. 1 выпуск ; 1906 ;  ;  ;  ; 31 ; ksv1 ; 1440 
 3199 ; Акция металлургического общества ; 1900 ;  ;  ;  ; 36 ; ksv1 ; 397 
 3200 ; Свидетельство крестьянского поземельного банка ; 1912 ;  ;  ;  ; 28 ; Mike! ; 408 
 3127 ; Бона иностранная ;  ;  ;  ;  ; 32 ; kollega ; 41 
 3128 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Sky2 ; 39 
 3129 ; Бона иностранная ;  ;  ;  ;  ; 24 ; mifod ; 53 
 3130 ; Бона иностранная ;  ;  ;  ;  ; 20 ; kollega ; 41 
 3131 ; Бона иностранная ;  ;  ;  ;  ; 26 ; kollega ; 41 
 3132 ; Бона иностранная ;  ;  ;  ;  ; 27 ; kollega ; 57 
 3133 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Захар ; 53 
 3134 ; Бона иностранная ;  ;  ;  ;  ; 30 ; kollega ; 55 
