 3594 ; Бона иностранная ;  ;  ;  ;  ; 16 ; twister174 ; 35 
 3595 ; Бона иностранная ;  ;  ;  ;  ; 28 ; cammal ; 31 
 3596 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Roman_B ; 79 
 3597 ; Бона иностранная ;  ;  ;  ;  ; 22 ; cammal ; 31 
 3598 ; Бона иностранная ;  ;  ;  ;  ; 10 ; sobiranel ; 37 
 3599 ; Бона иностранная ;  ;  ;  ;  ; 10 ; cammal ; 31 
 3600 ; Бона иностранная ;  ;  ;  ;  ; 4 ; 4758 ; 30 
 3601 ; Бона иностранная ;  ;  ;  ;  ; 6 ; sobiranel ; 36 
 3602 ; Бона иностранная ;  ;  ;  ;  ; 15 ; dsp ; 71 
 3603 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Gerich ; 40 
 3604 ; Бона иностранная ;  ;  ;  ;  ; 6 ; twister174 ; 33 
 3605 ; Бона иностранная ;  ;  ;  ;  ; 20 ; twister174 ; 31 
 3606 ; Бона иностранная ;  ;  ;  ;  ; 20 ; twister174 ; 39 
 3607 ; Бона иностранная ;  ;  ;  ;  ; 6 ; twister174 ; 31 
 3608 ; Бона иностранная ;  ;  ;  ;  ; 9 ; cammal ; 34 
 3609 ; Бона иностранная ;  ;  ;  ;  ; 11 ; cammal ; 34 
 3610 ; Бона иностранная ;  ;  ;  ;  ; 13 ; cammal ; 34 
 3611 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Gerich ; 35 
 3612 ; Бона иностранная ;  ;  ;  ;  ; 9 ; nik23455 ; 45 
 3613 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Sky2 ; 57 
 3614 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Sky2 ; 38 
 3615 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Sky2 ; 57 
 3616 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Sky2 ; 82 
 3617 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Sky2 ; 30 
 3618 ; Бона иностранная ;  ;  ;  ;  ; 25 ; nik23455 ; 100 
 3619 ; Бона иностранная ;  ;  ;  ;  ; 59 ; cammal ; 128 
 3620 ; Бона иностранная ;  ;  ;  ;  ; 38 ; murew ; 146 
 3621 ; Бона иностранная ;  ;  ;  ;  ; 9 ; twister174 ; 30 
 3622 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Sky2 ; 37 
 3623 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Sky2 ; 74 
 3624 ; Бона иностранная ;  ;  ;  ;  ; 11 ; twister174 ; 31 
 3625 ; Бона иностранная ;  ;  ;  ;  ; 3 ; evg ; 31 
 3626 ; Бона иностранная ;  ;  ;  ;  ; 51 ; igaist ; 72 
 3627 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Roman_B ; 100 
 3628 ; Бона иностранная ;  ;  ;  ;  ; 45 ; torus72 ; 407 
 3629 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Roman_B ; 80 
 3630 ; Бона иностранная ;  ;  ;  ;  ; 33 ; zinger ; 100 
 3631 ; Бона иностранная ;  ;  ;  ;  ; 16 ; normancook ; 36 
 3632 ; Бона иностранная ;  ;  ;  ;  ; 23 ; zinger ; 70 
 3633 ; Бона иностранная ;  ;  ;  ;  ; 25 ; murew ; 151 
 3634 ; Бона иностранная ;  ;  ;  ;  ; 25 ; Cheral2008 ; 100 
 3635 ; Бона иностранная ;  ;  ;  ;  ; 13 ; normancook ; 31 
 3636 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Sky2 ; 43 
 3637 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Sky2 ; 45 
 3638 ; Бона иностранная ;  ;  ;  ;  ; 64 ; Solus ; 79 
 3639 ; Бона иностранная ;  ;  ;  ;  ; 18 ; shais1 ; 71 
 3544 ; Бона иностранная ;  ;  ;  ;  ; 24 ; Sky2 ; 70 
 3545 ; Бона иностранная ;  ;  ;  ;  ; 11 ; twister174 ; 40 
 3546 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ф555 ; 26 
 3547 ; Бона иностранная ;  ;  ;  ;  ; 8 ; cammal ; 30 
 3548 ; Бона иностранная ;  ;  ;  ;  ; 6 ; cammal ; 30 
 3549 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ф555 ; 50 
 3550 ; Бона иностранная ;  ;  ;  ;  ; 13 ; twister174 ; 51 
 3551 ; Бона иностранная ;  ;  ;  ;  ; 51 ; shais1 ; 104 
 3552 ; Бона иностранная ;  ;  ;  ;  ; 11 ; shais1 ; 101 
 3553 ; Бона иностранная ;  ;  ;  ;  ; 39 ; shais1 ; 101 
 3554 ; Бона иностранная ;  ;  ;  ;  ; 9 ; shais1 ; 101 
 3555 ; Бона иностранная ;  ;  ;  ;  ; 5 ; shais1 ; 101 
 3556 ; Бона иностранная ;  ;  ;  ;  ; 9 ; shais1 ; 101 
 3557 ; Бона иностранная ;  ;  ;  ;  ; 9 ; shais1 ; 101 
 3558 ; Бона иностранная ;  ;  ;  ;  ; 19 ; shais1 ; 204 
 3559 ; Бона иностранная ;  ;  ;  ;  ; 13 ; shais1 ; 204 
 3560 ; Бона иностранная ;  ;  ;  ;  ; 13 ; shais1 ; 204 
 3561 ; Бона иностранная ;  ;  ;  ;  ; 11 ; shais1 ; 100 
 3562 ; Бона иностранная ;  ;  ;  ;  ; 19 ; ИЮМов1 ; 180 
 3563 ; Бона иностранная ;  ;  ;  ;  ; 14 ; shais1 ; 120 
 3564 ; Бона иностранная ;  ;  ;  ;  ; 10 ; krugerrand ; 29 
 3565 ; Бона иностранная ;  ;  ;  ;  ; 26 ; murew ; 120 
 3566 ; Бона иностранная ;  ;  ;  ;  ; 15 ; twister174 ; 30 
 3567 ; Бона иностранная ;  ;  ;  ;  ; 8 ; cammal ; 45 
 3568 ; Бона иностранная ;  ;  ;  ;  ; 79 ; shais1 ; 104 
 3569 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Gerich ; 61 
 3570 ; Бона иностранная ;  ;  ;  ;  ; 18 ; cammal ; 25 
 3571 ; Бона иностранная ;  ;  ;  ;  ; 27 ; twister174 ; 51 
 3572 ; Бона иностранная ;  ;  ;  ;  ; 13 ; AnvlaSar6216 ; 50 
 3573 ; Бона иностранная ;  ;  ;  ;  ; 15 ; AnvlaSar6216 ; 90 
