 5662 ; Лот почтовые карточки Россия 2 шт ;  ;  ;  ;  ; 6 ; world78 ; 45 
 5612 ; Лот нотгельдов ( 8шт.) ;  ;  ;  ;  ; 19 ; smel ; 459 
 5613 ; Лот нотгельдов ( 8шт.) ;  ;  ;  ;  ; 11 ; sos1 ; 364 
 5614 ; Бумага ценная Швеция ; 1948 ;  ;  ;  ; 16 ; alesjane ; 126 
 5615 ; Бумага ценная Финляндия ; 1946 ;  ;  ;  ; 37 ; alesjane ; 216 
 5616 ; Акция. Германия ;  ;  ;  ;  ; 12 ; El dinero ; 101 
 5617 ; Акция. Германия ;  ;  ;  ;  ; 11 ; El dinero ; 101 
 5618 ; Акция. Германия ;  ;  ;  ;  ; 11 ; El dinero ; 101 
 5619 ; Акция. США ;  ;  ;  ;  ; 21 ; Плохой Комедиант ; 292 
 5620 ; Акция. США ;  ;  ;  ;  ; 8 ; Плохой Комедиант ; 159 
 5621 ; Акция. США ;  ;  ;  ;  ; 10 ; Плохой Комедиант ; 159 
 5622 ; Акция. США ;  ;  ;  ;  ; 11 ; Плохой Комедиант ; 199 
 5623 ; Акция. США ;  ;  ;  ;  ; 12 ; Плохой Комедиант ; 199 
 5624 ; Акция. США ;  ;  ;  ;  ; 16 ; Плохой Комедиант ; 159 
 5625 ; Купоны ( 250шт.) ;  ;  ;  ;  ; 9 ; QSL ; 203 
 5626 ; Лот карточек Финляндия, 5 шт ;  ;  ;  ;  ; 24 ; donbass ; 340 
 5627 ; Почтовая марка 1 копейка ;  ;  ;  ;  ; 11 ; von_Schwarz ; 120 
 5628 ; Конверт со спец. Гашением (запечатаны с вложением) 5 штук, "Восток" 05.12.94 ;  ;  ;  ;  ; 6 ; QSL ; 53 
 5629 ; Конверт со спец. Гашением (2 штуки, запечатаны с вложением) "Беллинсгаузен", "Восток" 1993 ;  ;  ;  ;  ; 29 ; doc2 ; 159 
 5630 ; Конверт со спец. Гашением "40 лет со дня героической гибели СКР-"Туман" 1981 г ;  ;  ;  ;  ; 3 ; QSL ; 4 
 5631 ; Конверт со спец. Гашением (3 штуки) "Мурманск", экспедиция "Север"1987г ;  ;  ;  ;  ; 6 ; QSL ; 32 
 5632 ; Конверт со спец. Гашением (6 штук) "Ленинград- город- герой" 02.11.82 ;  ;  ;  ;  ; 7 ; QSL ; 63 
 5633 ; Конверт со спец. Гашением  (4 штуки) 1989г. "Сезон 34 САЭ" ;  ;  ;  ;  ; 2 ; Gagarin ; 3 
 5634 ; Конверт со спец. Гашением (2 штуки) "Мирный" 12.03.79 ;  ;  ;  ;  ; 2 ; Gagarin ; 3 
 5635 ; Конверт со спец. Гашением (2 штуки)  "Восток" , Купол Вавилова 1986 ;  ;  ;  ;  ; 2 ; Gagarin ; 3 
 5636 ; Конверт со спец. Гашением (2 штуки) "Архангельск" 1982г ;  ;  ;  ;  ; 1 ; Gagarin ; 2 
 5637 ; Конверт со спец. Гашением ( 3 штуки)  "Северный полюс - 31" 1991 г ;  ;  ;  ;  ; 4 ; Gagarin ; 11 
 5638 ; Почтовая карточка со спец. Гашением (3 штуки) ;  ;  ;  ;  ; 6 ; QSL ; 32 
 5639 ; Почтовая карточка Эстония ;  ;  ;  ;  ; 9 ; boroda ; 207 
 5640 ; Почтовая карточка Псков ;  ;  ;  ;  ; 41 ; flutter ; 570 
 5641 ; Почтовая карточка Константинополь ;  ;  ;  ;  ; 15 ; von_Schwarz ; 112 
 5642 ; Почтовая карточка Н-Новгород ;  ;  ;  ;  ; 23 ; flutter ; 876 
 5643 ; Почтовая карточка Боржом ;  ;  ;  ;  ; 16 ; doc2 ; 407 
 5644 ; Почтовая карточка Кавказ ;  ;  ;  ;  ; 25 ; oleg632112 ; 233 
 5645 ; Лот почтовых карточек Ессентуки 3 шт ;  ;  ;  ;  ; 19 ; oleg632112 ; 342 
 5646 ; Лот почтовые карточки 2 шт ;  ;  ;  ;  ; 13 ; фрегат ; 125 
 5647 ; Лот почтовые карточки 2 шт ;  ;  ;  ;  ; 25 ; фрегат ; 123 
 5648 ; Лот почтовые карточки Россия 2 шт ;  ;  ;  ;  ; 32 ; фрегат ; 125 
 5649 ; Лот почтовые карточки Россия 2 шт ;  ;  ;  ;  ; 71 ; фрегат ; 125 
 5650 ; Лот почтовые карточки Россия 2 шт ;  ;  ;  ;  ; 27 ; фрегат ; 125 
 5651 ; Почтовая карточка Николай II ;  ;  ;  ;  ; 32 ; fadeev.dima ; 1019 
 5652 ; Почтовая карточка Николай II ;  ;  ;  ;  ; 16 ; Wulf ; 1230 
 5653 ; Почтовая карточка Николай II ;  ;  ;  ;  ; 50 ; Alef1 ; 2049 
 5654 ; Почтовая карточка С-Петербург ;  ;  ;  ;  ; 23 ; QSL ; 265 
 5655 ; Почтовая карточка Гатчина ;  ;  ;  ;  ; 17 ; Agava ; 257 
 5656 ; Лот почтовых карточек С-Петербург 3 шт ;  ;  ;  ;  ; 10 ; Wulf ; 529 
 5657 ; Лот почтовых карточек С-Петербург 3 шт ;  ;  ;  ;  ; 8 ; Wulf ; 530 
 5658 ; Почтовая карточка К.Е.Ворошилов ;  ;  ;  ;  ; 19 ; flutter ; 680 
 5659 ; Лот почтовые карточки Россия 2 шт ;  ;  ;  ;  ; 19 ; фрегат ; 125 
 5660 ; Лот почтовые карточки Россия 2 шт ;  ;  ;  ;  ; 26 ; фрегат ; 125 
 5661 ; Лот почтовые карточки Россия 2 шт ;  ;  ;  ;  ; 33 ; benc ; 408 
 5562 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 4 ; магаз ; 22 
 5563 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 8 ; Lavriki ; 40 
 5564 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 14 ; Lavriki ; 40 
 5565 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 5 ; магаз ; 23 
 5566 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 8 ; Lavriki ; 40 
 5567 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 14 ; sornoc ; 30 
 5568 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 19 ; sornoc ; 47 
 5569 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 9 ; chiko ; 43 
 5570 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 12 ; Badger ; 47 
 5571 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 5 ; магаз ; 22 
 5572 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 4 ; магаз ; 21 
 5573 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 7 ; Jon Snow ; 41 
 5574 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 15 ; Yuraha76 ; 101 
 5575 ; Бона иностранная. Словения ;  ;  ;  ;  ; 12 ; etwar55 ; 79 
 5576 ; Бона иностранная. Словения ;  ;  ;  ;  ; 28 ; aleksander2015 ; 114 
 5577 ; Бона иностранная. Хорватия ;  ;  ;  ;  ; 7 ; Lavriki ; 30 
 5578 ; Бона иностранная. Хорватия ;  ;  ;  ;  ; 7 ; гудзон ; 23 
 5579 ; Бона иностранная. Финляндия ;  ;  ;  ;  ; 17 ; трутень ; 102 
 5580 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 5 ; chiko ; 40 
 5581 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 5 ; chiko ; 40 
 5582 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 5 ; chiko ; 40 
 5583 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 7 ; Lavriki ; 50 
 5584 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 7 ; Lavriki ; 50 
 5585 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 6 ; 333985 ; 34 
 5586 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 7 ; chiko ; 50 
 5587 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 7 ; Хромосян ; 120 
 5588 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 12 ; Хромосян ; 150 
 5589 ; Бона иностранная. Украина ;  ;  ;  ;  ; 22 ; aleksander2015 ; 157 
 5590 ; Бона иностранная. Украина ;  ;  ;  ;  ; 3 ; страус ; 30 
 5591 ; Бона иностранная. Украина ;  ;  ;  ;  ; 7 ; chiko ; 30 
 5592 ; Бона иностранная. Приднестровье ;  ;  ;  ;  ; 13 ; chiko ; 30 
 5593 ; Бона иностранная. Приднестровье ;  ;  ;  ;  ; 15 ; bsa300688 ; 50 
 5594 ; Бона иностранная. Татарстан ;  ;  ;  ;  ; 6 ; DrAfanasiew ; 41 
 5595 ; Лот бон ( 6шт.) ;  ;  ;  ;  ; 7 ; wwi.i ; 100 
 5596 ; Лот бон ( 7шт.) ;  ;  ;  ;  ; 6 ; wwi.i ; 102 
 5597 ; Лот бон ( 10шт.) ;  ;  ;  ;  ; 25 ; krass ; 155 
 5598 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 13 ; sos1 ; 255 
 5599 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 32 ; electra ; 327 
 5600 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 18 ; QSL ; 246 
 5601 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 16 ; магаз ; 192 
 5602 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 13 ; sos1 ; 255 
 5603 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 17 ; QSL ; 220 
 5604 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 17 ; ВЯЗЪ ; 251 
 5605 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 18 ; smel ; 270 
 5606 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 17 ; ВЯЗЪ ; 251 
 5607 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 14 ; ВЯЗЪ ; 251 
 5608 ; Лот нотгельдов ( 8шт.) ;  ;  ;  ;  ; 14 ; QSL ; 275 
 5609 ; Лот нотгельдов ( 8шт.) ;  ;  ;  ;  ; 9 ; QSL ; 275 
 5610 ; Лот нотгельдов ( 8шт.) ;  ;  ;  ;  ; 20 ; Плохой Комедиант ; 305 
 5611 ; Лот нотгельдов ( 8шт.) ;  ;  ;  ;  ; 11 ; smel ; 305 
 5512 ; Бона иностранная. Пакистан ;  ;  ;  ;  ; 7 ; teso ; 114 
 5513 ; Бона иностранная. Пакистан ;  ;  ;  ;  ; 7 ; Lavriki ; 50 
 5514 ; Бона иностранная. Филиппины ;  ;  ;  ;  ; 6 ; 6x6 ; 59 
 5515 ; Бона иностранная. Филиппины ;  ;  ;  ;  ; 9 ; chiko ; 40 
 5516 ; Бона иностранная. Филиппины ;  ;  ;  ;  ; 7 ; chiko ; 40 
 5517 ; Бона иностранная. Филиппины ;  ;  ;  ;  ; 7 ; chiko ; 40 
 5518 ; Бона иностранная. Испания ;  ;  ;  ;  ; 10 ; жорик ; 60 
 5519 ; Бона иностранная. Испания ;  ;  ;  ;  ; 23 ; sdasda ; 89 
 5520 ; Бона иностранная. Испания ;  ;  ;  ;  ; 52 ; жорик ; 300 
 5521 ; Бона иностранная. Испания ;  ;  ;  ;  ; 12 ; жорик ; 289 
 5522 ; Бона иностранная. Испания ;  ;  ;  ;  ; 31 ; жорик ; 287 
 5523 ; Бона иностранная. Испания ;  ;  ;  ;  ; 40 ; Hamlet ; 580 
 5524 ; Бона иностранная. Германия ;  ;  ;  ;  ; 18 ; collector64 ; 46 
 5525 ; Бона иностранная. Германия ;  ;  ;  ;  ; 13 ; А.А.Д ; 40 
 5526 ; Бона иностранная. Германия ;  ;  ;  ;  ; 21 ; А.А.Д ; 101 
 5527 ; Бона иностранная. Германия ;  ;  ;  ;  ; 7 ; Свен Олавсон ; 45 
 5528 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; chiko ; 42 
