 3555 ; Бона иностранная ;  ;  ;  ;  ; 16 ; В1951 ; 44 
 3556 ; Бона иностранная ;  ;  ;  ;  ; 15 ; valsv ; 31 
 3557 ; Бона иностранная ;  ;  ;  ;  ; 11 ; valsv ; 31 
 3558 ; Бона иностранная ;  ;  ;  ;  ; 26 ; sikachai ; 153 
 3559 ; Бона иностранная ;  ;  ;  ;  ; 39 ; derk02 ; 714 
 3560 ; Бона иностранная ;  ;  ;  ;  ; 37 ; derk02 ; 459 
 3561 ; Бона иностранная ;  ;  ;  ;  ; 13 ; abrek112 ; 102 
 3562 ; Бона иностранная ;  ;  ;  ;  ; 45 ; derk02 ; 765 
 3563 ; Бона иностранная ;  ;  ;  ;  ; 36 ; Bagrin ; 135 
 3564 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Медведь ; 35 
 3565 ; Бона иностранная ;  ;  ;  ;  ; 24 ; Медведь ; 36 
 3566 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Медведь ; 36 
 3567 ; Бона иностранная ;  ;  ;  ;  ; 7 ; DVZ ; 35 
 3568 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Медведь ; 41 
 3569 ; Бона иностранная ;  ;  ;  ;  ; 23 ; ТУК2 ; 87 
 3570 ; Бона иностранная ;  ;  ;  ;  ; 13 ; sos1 ; 200 
 3571 ; Бона иностранная ;  ;  ;  ;  ; 6 ; sos1 ; 194 
 3572 ; Бона иностранная ;  ;  ;  ;  ; 19 ; sos1 ; 197 
 3573 ; Бона иностранная ;  ;  ;  ;  ; 9 ; sos1 ; 199 
 3574 ; Бона иностранная ;  ;  ;  ;  ; 45 ; ТУК2 ; 95 
 3575 ; Бона иностранная ;  ;  ;  ;  ; 10 ; sos1 ; 201 
 3576 ; Бона иностранная ;  ;  ;  ;  ; 4 ; sos1 ; 194 
 3577 ; Бона иностранная ;  ;  ;  ;  ; 8 ; sos1 ; 209 
 3578 ; Бона иностранная ;  ;  ;  ;  ; 18 ; sos1 ; 195 
 3579 ; Бона иностранная ;  ;  ;  ;  ; 20 ; sos1 ; 276 
 3580 ; Бона иностранная ;  ;  ;  ;  ; 49 ; basmach ; 316 
 3505 ; Бона иностранная ;  ;  ;  ;  ; 30 ; abrek112 ; 51 
 3506 ; Бона иностранная ;  ;  ;  ;  ; 47 ; abrek112 ; 73 
 3507 ; Бона иностранная ;  ;  ;  ;  ; 51 ; abrek112 ; 136 
 3508 ; Бона иностранная ;  ;  ;  ;  ; 23 ; abrek112 ; 60 
 3509 ; Бона иностранная ;  ;  ;  ;  ; 4 ; сми ; 32 
 3510 ; Бона иностранная ;  ;  ;  ;  ; 4 ; сми ; 23 
 3511 ; Бона иностранная ;  ;  ;  ;  ; 16 ; dimon-2007 ; 105 
 3512 ; Бона иностранная ;  ;  ;  ;  ; 4 ; sikachai ; 31 
 3513 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Doni ; 38 
 3514 ; Бона иностранная ;  ;  ;  ;  ; 39 ; Doni ; 82 
 3515 ; Бона иностранная ;  ;  ;  ;  ; 15 ; soouo ; 46 
 3516 ; Бона иностранная ;  ;  ;  ;  ; 30 ; soouo ; 55 
 3517 ; Бона иностранная ;  ;  ;  ;  ; 62 ; k212 ; 407 
 3518 ; Бона иностранная ;  ;  ;  ;  ; 30 ; elion3 ; 444 
 3519 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Bagrin ; 133 
 3520 ; Бона иностранная ;  ;  ;  ;  ; 11 ; valsv ; 25 
 3521 ; Бона иностранная ;  ;  ;  ;  ; 27 ; егор ; 149 
 3522 ; Бона иностранная ;  ;  ;  ;  ; 13 ; сми ; 27 
 3523 ; Бона иностранная ;  ;  ;  ;  ; 15 ; abrek112 ; 61 
 3524 ; Бона иностранная ;  ;  ;  ;  ; 17 ; abrek112 ; 61 
 3525 ; Бона иностранная ;  ;  ;  ;  ; 8 ; abrek112 ; 60 
 3526 ; Бона иностранная ;  ;  ;  ;  ; 76 ; derk02 ; 561 
 3527 ; Бона иностранная ;  ;  ;  ;  ; 18 ; abrek112 ; 102 
 3528 ; Бона иностранная ;  ;  ;  ;  ; 25 ; abrek112 ; 72 
 3529 ; Бона иностранная ;  ;  ;  ;  ; 13 ; DVZ ; 49 
 3530 ; Бона иностранная ;  ;  ;  ;  ; 70 ; alex 77 ; 204 
 3531 ; Бона иностранная ;  ;  ;  ;  ; 8 ; valsv ; 35 
 3532 ; Бона иностранная ;  ;  ;  ;  ; 80 ; alex 77 ; 204 
 3533 ; Бона иностранная ;  ;  ;  ;  ; 80 ; alex 77 ; 204 
 3534 ; Бона иностранная ;  ;  ;  ;  ; 29 ; abrek112 ; 80 
 3535 ; Бона иностранная ;  ;  ;  ;  ; 33 ; derk02 ; 209 
 3536 ; Бона иностранная ;  ;  ;  ;  ; 80 ; alex 77 ; 204 
 3537 ; Бона иностранная ;  ;  ;  ;  ; 49 ; alex 77 ; 102 
 3538 ; Бона иностранная ;  ;  ;  ;  ; 54 ; alex 77 ; 201 
 3539 ; Бона иностранная ;  ;  ;  ;  ; 13 ; derk02 ; 50 
 3540 ; Бона иностранная ;  ;  ;  ;  ; 35 ; abrek112 ; 113 
 3541 ; Бона иностранная ;  ;  ;  ;  ; 12 ; derk02 ; 60 
 3542 ; Бона иностранная ;  ;  ;  ;  ; 67 ; derk02 ; 279 
 3543 ; Бона иностранная ;  ;  ;  ;  ; 22 ; сми ; 35 
 3544 ; Бона иностранная ;  ;  ;  ;  ; 40 ; abrek112 ; 101 
 3545 ; Бона иностранная ;  ;  ;  ;  ; 33 ; derk02 ; 337 
 3546 ; Бона иностранная ;  ;  ;  ;  ; 37 ; abrek112 ; 181 
 3547 ; Бона иностранная ;  ;  ;  ;  ; 44 ; derk02 ; 714 
 3548 ; Бона иностранная ;  ;  ;  ;  ; 14 ; valsv ; 32 
 3549 ; Бона иностранная ;  ;  ;  ;  ; 22 ; В1951 ; 77 
 3550 ; Бона иностранная ;  ;  ;  ;  ; 49 ; Doni ; 102 
 3551 ; Бона иностранная ;  ;  ;  ;  ; 15 ; abrek112 ; 160 
 3552 ; Бона иностранная ;  ;  ;  ;  ; 22 ; abrek112 ; 101 
 3553 ; Бона иностранная ;  ;  ;  ;  ; 80 ; alex 77 ; 204 
 3554 ; Бона иностранная ;  ;  ;  ;  ; 11 ; valsv ; 22 
