 5834 ; Бона иностранная. Колумбия. 2 песо ; 1977 ;  ;  ;  ; 15 ; Gera_K ; 104 
 5835 ; Бона иностранная. Конго. 1000 франков ; 1964 ;  ;  ;  ; 13 ; ИЮМов1 ; 206 
 5836 ; Бона иностранная. Коста-Рика. 100 колон ; 1993 ;  ;  ;  ; 10 ; Gera_K ; 130 
 5837 ; Бона иностранная. Куба. 3 песо ; 1995 ;  ;  ;  ; 28 ; ИЮМов1 ; 305 
 5838 ; Бона иностранная. Кипр. 1 фунт ; 1979 ;  ;  ;  ; 46 ; Gera_K ; 216 
 5839 ; Бона иностранная. Доминиканская республика. 1 песо ; 1978 ;  ;  ;  ; 17 ; smel ; 114 
 5840 ; Бона иностранная. Эквадор. 5 сукрес ; 1983 ;  ;  ;  ; 16 ; Pipe ; 207 
 5841 ; Бона иностранная. Египет. 1 египетский фунт ; 2007 ;  ;  ;  ; 13 ; Алик56 ; 51 
 5842 ; Бона иностранная. Египет. 20 египетских фунтов ; 1978 ;  ;  ;  ; 41 ; STAER ; 177 
 5843 ; Бона иностранная. Египет. 25 пиастров ; 1984 ;  ;  ;  ; 22 ; STAER ; 135 
 5844 ; Бона иностранная. Англия. 1 фунт. ; 1978/80 ;  ;  ;  ; 18 ; Чародей ; 179 
 5845 ; Бона иностранная. Англия. 10 шиллингов ; 1966/70 ;  ;  ;  ; 41 ; viktor2205 ; 114 
 5846 ; Бона иностранная. Англия. 1 фунт. Ваучер британских вооруженных сил ; 1946 ;  ;  ;  ; 13 ; Gera_K ; 265 
 5847 ; Бона иностранная. Эритрея. 1 накфа ; 1997 ;  ;  ;  ; 14 ; Нифертити ; 116 
 5848 ; Бона иностранная. Эфиопия. 10 бырр ; 1976 ;  ;  ;  ; 16 ; kvvs ; 183 
 5849 ; Бона иностранная. Финжи. 10 долларов ; 1992 ;  ;  ;  ; 21 ; Pipe ; 286 
 5850 ; Бона иностранная. Финляндия. 100 марок ; 1945 ;  ;  ;  ; 15 ; Gera_K ; 249 
 5851 ; Бона иностранная. Лаос. 1 кип ; 1962 ;  ;  ;  ; 15 ; savva ; 63 
 5852 ; Бона иностранная. Мозамбик. 100 метикас ; 1989 ;  ;  ;  ; 15 ; lemofo ; 84 
 5853 ; Бона иностранная. Мексика. 5 песо ; 1958 ;  ;  ;  ; 23 ; Алёша ; 453 
 5854 ; Бона иностранная. Монголия. 1 тугрик ; 1966 ;  ;  ;  ; 10 ; savva ; 100 
 5855 ; Бона иностранная. Монголия. 100 тугриков ; 1994 ;  ;  ;  ; 11 ; magarich ; 102 
 5856 ; Бона иностранная. Непал. 1 рупия ; 1965 ;  ;  ;  ; 11 ; kostas ; 142 
 5857 ; Бона иностранная. Непал. 2 рупии ; 1991 ;  ;  ;  ; 17 ; STAER ; 123 
 5858 ; Бона иностранная. Новая Зеландия. 1 доллар ; 1977/81 ;  ;  ;  ; 29 ; kvvs ; 191 
 5859 ; Бона иностранная. Никарагуа. 10 кордоба ; 1985 ;  ;  ;  ; 16 ; lemofo ; 90 
 5860 ; Бона иностранная. Нигерия. 50 наира ; 1991 ;  ;  ;  ; 23 ; Алик56 ; 153 
 5861 ; Бона иностранная. Норвегия. 10 крон ; 1964 ;  ;  ;  ; 18 ; Pipe ; 145 
 5862 ; Бона иностранная. Оман. 100 байса ; 1970 ;  ;  ;  ; 12 ; ИЮМов1 ; 129 
 5863 ; Бона иностранная. Пакистан. 1 рупия ; 1975-81 ;  ;  ;  ; 18 ; Опятор ; 85 
 5864 ; Бона иностранная. Парагвай. 50 гуарани ; 1963 ;  ;  ;  ; 12 ; Gera_K ; 104 
 5865 ; Бона иностранная. Ливан. 1 ливр ; 1968 ;  ;  ;  ; 13 ; vesta78 ; 95 
 5866 ; Бона иностранная. Ливан. 5 ливров ; 1964 ;  ;  ;  ; 7 ; Опятор ; 77 
 5867 ; Бона иностранная. Ливия. 1/4 динара ; 1972 ;  ;  ;  ; 43 ; Алик56 ; 120 
 5868 ; Бона иностранная. Люксембург. 20 франков ; 1954 ;  ;  ;  ; 19 ; Первый Самураец ; 265 
 5869 ; Бона иностранная. Македония. 10 динар ; 1992 ;  ;  ;  ; 10 ; viktor2205 ; 101 
 5870 ; Бона иностранная. Малави. 50 тамбала ; 1986 ;  ;  ;  ; 16 ; джокер ; 183 
 5871 ; Бона иностранная. Малайзия. 1 ринггит ; 1986 ;  ;  ;  ; 25 ; Алик56 ; 104 
 5872 ; Бона иностранная. Марокко. 10 дирхам ; 1970 ;  ;  ;  ; 19 ; mirumir ; 201 
 5873 ; Бона иностранная. Сингапур. 1 доллар ; 1987 ;  ;  ;  ; 24 ; kvvs ; 192 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Алик56 ; 50 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Pipe ; 83 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 35 ; lemofo ; 73 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 18 ; lemofo ; 73 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Gera_K ; 83 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Алик56 ; 53 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 20 ; АлВик ; 120 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Papanator62 ; 120 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Almarc ; 159 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 11 ; STAER ; 46 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Первый Самураец ; 816 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 8 ; vesta78 ; 53 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Первый Самураец ; 306 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 16 ; viktor2205 ; 107 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Первый Самураец ; 306 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Первый Самураец ; 510 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 20 ; viktor2205 ; 113 
 5801 ; Бона иностранная. Антарктика. 1 доллар ; 1970 ;  ;  ;  ; 52 ; ri0n ; 623 
 5802 ; Бона иностранная. Афганистан. 50 афгани ; 1980 ;  ;  ;  ; 32 ; Drunja33 ; 51 
 5803 ; Бона иностранная. Афганистан. 100 афгани ; 1979 ;  ;  ;  ; 29 ; karman ; 101 
 5804 ; Бона иностранная. Афганистан. 10 000 афгани ; 1993 ;  ;  ;  ; 14 ; lemofo ; 100 
 5805 ; Бона иностранная. Албания. 10 леке ; 1964 ;  ;  ;  ; 15 ; ИЮМов1 ; 113 
 5806 ; Бона иностранная. Аргентина. 5 песо ; 1974/76 ;  ;  ;  ; 24 ; Gera_K ; 84 
 5807 ; Бона иностранная. Аргентина. 1000 песо ; 1988/90 ;  ;  ;  ; 8 ; savva ; 72 
 5808 ; Бона иностранная. Австралия. 1 доллар ; 1983 ;  ;  ;  ; 42 ; Pipe ; 198 
 5809 ; Бона иностранная. Багамы. 1 доллар ; 2002 ;  ;  ;  ; 24 ; Pipe ; 102 
 5810 ; Бона иностранная. Бахрейн. 1 динар ; 1964 ;  ;  ;  ; 21 ; ИЮМов1 ; 207 
 5811 ; Бона иностранная. Бангладеш. 5 така ; 1981 ;  ;  ;  ; 11 ; ewgen ; 40 
 5812 ; Бона иностранная. Бангладеш. 20 така ; 1988 ;  ;  ;  ; 26 ; ИЮМов1 ; 80 
 5813 ; Бона иностранная. Бельгия. 100 франков ; 1943 ;  ;  ;  ; 23 ; СЁМА ; 184 
 5814 ; Бона иностранная. Бельгия. 20 франков ; 1956 ;  ;  ;  ; 12 ; Gera_K ; 33 
 5815 ; Бона иностранная. Бутан. 5 нгултрум ; 2006 ;  ;  ;  ; 18 ; ewgen ; 42 
 5816 ; Бона иностранная. Биафра. 1 фунт ; 1967 ;  ;  ;  ; 27 ; magarich ; 95 
 5817 ; Бона иностранная. Боливия. 1000 песо ; 1982 ;  ;  ;  ; 9 ; lemofo ; 77 
 5818 ; Бона иностранная. Босния и Герциговина. 10 динар (с надпечаткой "100 000 динар") ; 1993 ;  ;  ;  ; 9 ; karman ; 79 
 5819 ; Бона иностранная. Бразилия. 50 крузейро ; 1966/67 ;  ;  ;  ; 9 ; max2008 ; 255 
 5820 ; Бона иностранная. Бразилия. 100 крузейро ; 1989 ;  ;  ;  ; 46 ; viktor2205 ; 79 
 5821 ; Бона иностранная. Бразилия. 200 крузейро ; 1990 ;  ;  ;  ; 14 ; lemofo ; 72 
 5822 ; Бона иностранная. Болгария. 100 левов ; 1991 ;  ;  ;  ; 4 ; karman ; 72 
 5823 ; Бона иностранная. Болгария. 25 левов ; 1991 ;  ;  ;  ; 9 ; skumat ; 27 
 5824 ; Бона иностранная. Бирма. 10 къят ; 1972 ;  ;  ;  ; 22 ; kent01 ; 72 
 5825 ; Бона иностранная. Мьянма. 5 къят ; 1997 ;  ;  ;  ; 13 ; ewgen ; 31 
 5826 ; Бона иностранная. Бурунди. 50 франков ; 2006 ;  ;  ;  ; 16 ; Моряк-собиратель ; 153 
 5827 ; Бона иностранная. Протекторат Богемия и Моравия (Германская оккупация Чехословакии). 1 крона ; 1940 ;  ;  ;  ; 24 ; vesta78 ; 226 
 5828 ; Бона иностранная. Камбоджа. 50 риэль ; 1972 ;  ;  ;  ; 11 ; kvvs ; 113 
