 5884 ; Бона иностранная ;  ;  ;  ;  ; 16 ; prian ; 217 
 5885 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 2128508 ; 153 
 5886 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 06031983 ; 337 
 5887 ; Бона иностранная ;  ;  ;  ;  ; 24 ; Fliege1 ; 313 
 5888 ; Бона иностранная ;  ;  ;  ;  ; 38 ; nikfed ; 202 
 5889 ; Бона иностранная ;  ;  ;  ;  ; 26 ; nikfed ; 101 
 5890 ; Бона иностранная ;  ;  ;  ;  ; 65 ; 17 ; 133 
 5891 ; Бона иностранная ;  ;  ;  ;  ; 64 ; alex09-63 ; 1256 
 5892 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Папа с рацией ; 90 
 5893 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 25 ; Папа с рацией ; 172 
 5894 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 22 ; cr2952 ; 82 
 5895 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 31 ; Папа с рацией ; 157 
 5896 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 30 ; nikfed ; 227 
 5897 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 36 ; Майкл ; 99 
 5898 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 24 ; Папа с рацией ; 108 
 5899 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 26 ; Папа с рацией ; 153 
 5900 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 21 ; Папа с рацией ; 157 
 5901 ; Лот бон иностранных 6 шт ;  ;  ;  ;  ; 31 ; bva150979 ; 305 
 5902 ; Облигация США ;  ;  ;  ;  ; 11 ; Xaoc71 ; 114 
 5903 ; Облигация США ;  ;  ;  ;  ; 17 ; АЛТАЙ ; 114 
 5904 ; Облигация США ;  ;  ;  ;  ; 12 ; Xaoc71 ; 114 
 5905 ; Облигация США ;  ;  ;  ;  ; 7 ; Xaoc71 ; 114 
 5906 ; Облигация США ;  ;  ;  ;  ; 7 ; Xaoc71 ; 114 
 5907 ; Облигация США ;  ;  ;  ;  ; 9 ; Xaoc71 ; 114 
 5908 ; Облигация США ;  ;  ;  ;  ; 7 ; Xaoc71 ; 114 
 5909 ; Облигация на 2000 марок. Владикавказской ж.д. ; 1913 ;  ;  ;  ; 33 ; Для души ; 500 
 5910 ; 5 облигаций на 625 рублей ; 1889 ;  ;  ;  ; 22 ; luda ; 381 
 5911 ; 5 облигаций на 625 рублей общ. Владикавказской ж.д. ; 1894 ;  ;  ;  ; 21 ; Monah ; 355 
 5912 ; Облигация в 625 рублей г.о. Николаевская ж.д. ; 1887 ;  ;  ;  ; 34 ; svv ; 816 
 5913 ; Облигация в 1000 гульденов Московско-Смоленская ж.д. ; 1869 ;  ;  ;  ; 21 ; Для души ; 600 
 5914 ; Билет 5% выигрышного займа ; 1866 ;  ;  ;  ; 18 ; Для души ; 600 
 5915 ; Свидетельство на капитал 500 рублей ;  ;  ;  ;  ; 7 ; akula ; 304 
 5916 ; Облигация 1000 марок. Владикавказской ж.д. с купонами ; 1912 ;  ;  ;  ; 19 ; Monah ; 362 
 5917 ; Облигация трамвай Солоники с купонами ;  ;  ;  ;  ; 24 ; Monah ; 355 
 5918 ; Облигация Венгрия с купонами ; 1921 ;  ;  ;  ; 7 ; luda ; 125 
 5919 ; Облигация Нидерланды ;  ;  ;  ;  ; 19 ; DNV73 ; 58 
 5920 ; Облигация Нидерланды с купонами ; 1917 ;  ;  ;  ; 20 ; DNV73 ; 68 
 5921 ; Облигация Бельгия ; 1920 ;  ;  ;  ; 16 ; DNV73 ; 57 
 5922 ; Облигация Бельгия с купонами ; 1944 ;  ;  ;  ; 57 ; mart_si ; 110 
 5923 ; Облигация Бельгия с купонами ;  ;  ;  ;  ; 53 ; luda ; 117 
 5924 ; Лот облигация 3 шт ;  ;  ;  ;  ; 3 ; ReSeRVeD ; 531 
 5925 ; Лот облигация 3 шт ;  ;  ;  ;  ; 9 ; ReSeRVeD ; 531 
 5834 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Юбер ; 126 
 5835 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Юбер ; 124 
 5836 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Banderas ; 102 
 5837 ; Бона иностранная ;  ;  ;  ;  ; 9 ; luda ; 24 
 5838 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Art ; 36 
 5839 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Юбер ; 46 
 5840 ; Лот бон Германия 5 шт ;  ;  ;  ;  ; 24 ; Папа с рацией ; 275 
 5841 ; Лот бон Германия 5 шт ;  ;  ;  ;  ; 23 ; Папа с рацией ; 306 
 5842 ; Лот бон Германия 5 шт ;  ;  ;  ;  ; 22 ; Папа с рацией ; 306 
 5843 ; Бона иностранная ;  ;  ;  ;  ; 36 ; Xaoc71 ; 225 
 5844 ; Бона иностранная ;  ;  ;  ;  ; 10 ; фрегат ; 20 
 5845 ; Лот бон Германия 5 шт ;  ;  ;  ;  ; 57 ; andreyM ; 202 
 5846 ; Лот бон Германия 5 шт ;  ;  ;  ;  ; 36 ; mart_si ; 82 
 5847 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Monata ; 126 
 5848 ; Бона иностранная ;  ;  ;  ;  ; 21 ; ВалеН ; 300 
 5849 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Xaoc71 ; 225 
 5850 ; Бона иностранная ;  ;  ;  ;  ; 16 ; ВалеН ; 260 
 5851 ; Лот бон Австрия 5 шт ;  ;  ;  ;  ; 19 ; Юбер ; 385 
 5852 ; Лот бон Германия 5 шт ;  ;  ;  ;  ; 32 ; М5 ; 102 
 5853 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Юбер ; 80 
 5854 ; Бона иностранная ;  ;  ;  ;  ; 22 ; ВалеН ; 300 
 5855 ; Бона иностранная ;  ;  ;  ;  ; 23 ; dsp ; 202 
 5856 ; Бона иностранная ;  ;  ;  ;  ; 32 ; Юбер ; 150 
 5857 ; Бона иностранная ;  ;  ;  ;  ; 29 ; dsp ; 261 
 5858 ; Бона иностранная ;  ;  ;  ;  ; 15 ; luda ; 113 
 5859 ; Бона иностранная ;  ;  ;  ;  ; 9 ; luda ; 148 
 5860 ; Бона иностранная Япония ;  ;  ;  ;  ; 8 ; .gk ; 255 
 5861 ; Бона иностранная Япония ;  ;  ;  ;  ; 9 ; .gk ; 164 
 5862 ; Бона иностранная Япония ;  ;  ;  ;  ; 7 ; .gk ; 255 
 5863 ; Бона иностранная Япония ;  ;  ;  ;  ; 8 ; bakal73 ; 251 
 5864 ; Бона иностранная Япония ;  ;  ;  ;  ; 33 ; 17 ; 267 
 5865 ; Бона иностранная Япония ;  ;  ;  ;  ; 20 ; gos ; 250 
 5866 ; Бона иностранная Япония ;  ;  ;  ;  ; 11 ; 17 ; 371 
 5867 ; Бона иностранная Япония ;  ;  ;  ;  ; 6 ; 17 ; 255 
 5868 ; Бона иностранная Япония ;  ;  ;  ;  ; 8 ; 17 ; 306 
 5869 ; Бона иностранная Япония ;  ;  ;  ;  ; 27 ; 17 ; 255 
 5870 ; Бона иностранная Япония ;  ;  ;  ;  ; 18 ; 17 ; 381 
 5871 ; Бона иностранная Япония ;  ;  ;  ;  ; 9 ; .gk ; 255 
 5872 ; Облигация Япония ;  ;  ;  ;  ; 9 ; gos ; 296 
 5873 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 19 ; mart_si ; 351 
 5874 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 16 ; bus ; 302 
 5875 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 7 ; Юбер ; 153 
 5876 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 9 ; Юбер ; 270 
 5877 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 10 ; Юбер ; 202 
 5878 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 13 ; Скрудж ; 263 
 5879 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 26 ; sos1 ; 693 
