 3541 ; Бона иностранная ;  ;  ;  ;  ; 36 ; мющ ; 48 
 3542 ; Бона иностранная ;  ;  ;  ;  ; 23 ; smel ; 209 
 3543 ; Бона иностранная ;  ;  ;  ;  ; 44 ; kotyamoi ; 157 
 3544 ; Бона иностранная ;  ;  ;  ;  ; 4 ; kuzia ; 107 
 3545 ; Бона иностранная ;  ;  ;  ;  ; 39 ; sos1 ; 279 
 3546 ; Бона иностранная ;  ;  ;  ;  ; 34 ; Juliana ; 305 
 3547 ; Бона иностранная ;  ;  ;  ;  ; 14 ; sos1 ; 257 
 3548 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sos1 ; 257 
 3549 ; Бона иностранная ;  ;  ;  ;  ; 32 ; sos1 ; 257 
 3550 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sos1 ; 257 
 3491 ; Бона иностранная ;  ;  ;  ;  ; 24 ; sikachai ; 59 
 3492 ; Бона иностранная ;  ;  ;  ;  ; 21 ; sikachai ; 42 
 3493 ; Бона иностранная ;  ;  ;  ;  ; 28 ; derbnik ; 29 
 3494 ; Бона иностранная ;  ;  ;  ;  ; 25 ; derbnik ; 27 
 3495 ; Бона иностранная ;  ;  ;  ;  ; 41 ; derbnik ; 78 
 3496 ; Бона иностранная ;  ;  ;  ;  ; 8 ; сс400 ; 34 
 3497 ; Бона иностранная ;  ;  ;  ;  ; 23 ; numizavr ; 39 
 3498 ; Бона иностранная ;  ;  ;  ;  ; 36 ; numizavr ; 44 
 3499 ; Бона иностранная ;  ;  ;  ;  ; 16 ; хъ0 ; 33 
 3500 ; Бона иностранная ;  ;  ;  ;  ; 11 ; vanamo ; 35 
 3501 ; Бона иностранная ;  ;  ;  ;  ; 32 ; Bottler ; 62 
 3502 ; Бона иностранная ;  ;  ;  ;  ; 9 ; vanamo ; 35 
 3503 ; Бона иностранная ;  ;  ;  ;  ; 12 ; faga2003 ; 35 
 3504 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Скромный ; 40 
 3505 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Скромный ; 31 
 3506 ; Бона иностранная ;  ;  ;  ;  ; 11 ; faga2003 ; 36 
 3507 ; Бона иностранная ;  ;  ;  ;  ; 11 ; faga2003 ; 36 
 3508 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Скромный ; 31 
 3509 ; Бона иностранная ;  ;  ;  ;  ; 39 ; ask ; 73 
 3510 ; Бона иностранная ;  ;  ;  ;  ; 25 ; ask ; 77 
 3511 ; Бона иностранная ;  ;  ;  ;  ; 45 ; numizavr ; 62 
 3512 ; Бона иностранная ;  ;  ;  ;  ; 12 ; numizavr ; 30 
 3513 ; Бона иностранная ;  ;  ;  ;  ; 23 ; ask ; 57 
 3514 ; Бона иностранная ;  ;  ;  ;  ; 44 ; ask ; 108 
 3515 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Скромный ; 37 
 3516 ; Бона иностранная ;  ;  ;  ;  ; 57 ; numizavr ; 57 
 3517 ; Бона иностранная ;  ;  ;  ;  ; 40 ; faga2003 ; 37 
 3518 ; Бона иностранная ;  ;  ;  ;  ; 40 ; faga2003 ; 37 
 3519 ; Бона иностранная ;  ;  ;  ;  ; 44 ; Juliana ; 57 
 3520 ; Бона иностранная ;  ;  ;  ;  ; 37 ; faga2003 ; 37 
 3521 ; Бона иностранная ;  ;  ;  ;  ; 29 ; ask ; 57 
 3522 ; Бона иностранная ;  ;  ;  ;  ; 32 ; Sani ; 39 
 3523 ; Бона иностранная ;  ;  ;  ;  ; 77 ; ask ; 177 
 3524 ; Бона иностранная ;  ;  ;  ;  ; 10 ; сс400 ; 30 
 3525 ; Бона иностранная ;  ;  ;  ;  ; 70 ; Bottler ; 396 
 3526 ; Бона иностранная ;  ;  ;  ;  ; 10 ; сс400 ; 30 
 3527 ; Бона иностранная ;  ;  ;  ;  ; 47 ; Bottler ; 214 
 3528 ; Бона иностранная ;  ;  ;  ;  ; 43 ; smel ; 180 
 3529 ; Бона иностранная ;  ;  ;  ;  ; 11 ; derbnik ; 31 
 3530 ; Бона иностранная ;  ;  ;  ;  ; 11 ; derbnik ; 31 
