 5982 ; Бона иностранная ;  ;  ;  ;  ; 27 ; flutter ; 164 
 5983 ; Бона иностранная ;  ;  ;  ;  ; 30 ; flutter ; 204 
 5984 ; Бона иностранная ;  ;  ;  ;  ; 19 ; jj ; 79 
 5985 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 80 
 5986 ; Бона иностранная ;  ;  ;  ;  ; 23 ; flutter ; 155 
 5987 ; Бона иностранная ;  ;  ;  ;  ; 21 ; flutter ; 155 
 5988 ; Бона иностранная ;  ;  ;  ;  ; 14 ; flutter ; 96 
 5989 ; Бона иностранная ;  ;  ;  ;  ; 22 ; flutter ; 144 
 5990 ; Бона иностранная ;  ;  ;  ;  ; 30 ; flutter ; 155 
 5991 ; Лот бон Югославия 3 шт ;  ;  ;  ;  ; 42 ; лаботряс ; 83 
 5992 ; Лот бон (4шт) ;  ;  ;  ;  ; 17 ; sergey35 ; 67 
 5993 ; Лот бон (5шт) ;  ;  ;  ;  ; 25 ; я8844 ; 200 
 5994 ; Лот бон (5шт) ;  ;  ;  ;  ; 24 ; Emv ; 178 
 5995 ; Лот бон (5шт) ;  ;  ;  ;  ; 35 ; Cosmos ; 249 
 5996 ; Лот бон (5шт) ;  ;  ;  ;  ; 22 ; Emv ; 184 
 5997 ; Лот бон (4шт) ;  ;  ;  ;  ; 19 ; Dmitry21 ; 68 
 5998 ; Лот бон Югославия 10 шт ;  ;  ;  ;  ; 52 ; atropin ; 509 
 5999 ; Лот бон Югославия 6 шт ;  ;  ;  ;  ; 72 ; Cosmos ; 181 
 6000 ; Лот бон Югославия 5 шт ;  ;  ;  ;  ; 27 ; лаботряс ; 107 
 6001 ; Лот бон Болгарии 10шт. ; 1951 ;  ;  ; AU ; 50 ; cr2952 ; 514 
 6002 ; Лот бон Болгарии 10шт. ; 1951 ;  ;  ; AU ; 41 ; cr2952 ; 521 
 6003 ; Лот бон Аргентина 5 шт. ;  ;  ;  ; AU ; 22 ; sergey35 ; 79 
 6004 ; Лот бон Никарагуа 5 шт. ;  ;  ;  ; AU ; 22 ; я8844 ; 153 
 6005 ; Лот бон Аргентина 5 шт. ;  ;  ;  ; AU ; 26 ; sibirian ; 138 
 6006 ; Лот бон Колумбия 10 шт. ;  ;  ;  ; AU ; 53 ; Cosmos ; 502 
 6007 ; Лот бон Югославия 6 шт. ;  ;  ;  ; AU ; 25 ; Hamlet ; 134 
 6008 ; Лот бон Британские вооруженные силы 3 шт. ;  ;  ;  ; AU ; 23 ; Emv ; 123 
 6009 ; Лот бон Британские вооруженные силы 4 шт. ;  ;  ;  ; AU ; 41 ; Пётр I ; 259 
 6010 ; Лот бон Хорватия 6 шт. ;  ;  ;  ; AU ; 14 ; Пётр I ; 50 
 6011 ; Лот бон Китай 3 шт. ;  ;  ;  ; AU ; 15 ; alkona ; 79 
 6012 ; Лот бон Бирма 3 шт. ;  ;  ;  ; AU ; 26 ; sergey35 ; 53 
 6013 ; Лот бон Бразилия 7 шт. ;  ;  ;  ; AU ; 32 ; Рубь ; 216 
 6014 ; Лот бон Индонезия 8 шт. ;  ;  ;  ; AU ; 21 ; Cosmos ; 72 
 6015 ; Лот бон Польша 2 шт. ;  ;  ;  ; AU ; 56 ; Рубь ; 153 
 5932 ; Бона иностранная ;  ;  ;  ;  ; 40 ; alex09-63 ; 101 
 5933 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 37 ; кент ; 213 
 5934 ; 10 шиллингов. Кения. Буклет, марка ;  ;  ;  ;  ; 48 ; СТРЕКОЗА ; 153 
 5935 ; 10 сантимов. Бельгия ; 1915 ;  ;  ;  ; 48 ; smel ; 157 
 5936 ; Бона иностранная ;  ;  ;  ;  ; 24 ; СЁМА ; 274 
 5937 ; Бона иностранная ;  ;  ;  ;  ; 20 ; СЁМА ; 324 
 5938 ; Бона иностранная ;  ;  ;  ;  ; 8 ; gdrg2 ; 101 
 5939 ; Бона иностранная ;  ;  ;  ;  ; 9 ; vanek ; 81 
 5940 ; Бона иностранная ;  ;  ;  ;  ; 23 ; atropin ; 111 
 5941 ; Бона иностранная ;  ;  ;  ;  ; 24 ; скорпион_48 ; 133 
 5942 ; Бона иностранная ;  ;  ;  ;  ; 16 ; RRA ; 200 
 5943 ; Бона иностранная ;  ;  ;  ;  ; 22 ; RRA ; 200 
 5944 ; Бона иностранная ;  ;  ;  ;  ; 24 ; RRA ; 200 
 5945 ; Бона иностранная ;  ;  ;  ;  ; 34 ; Drunja33 ; 95 
 5946 ; Бона иностранная ;  ;  ;  ;  ; 18 ; alex09-63 ; 55 
 5947 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Waldemar ; 57 
 5948 ; Бона иностранная ;  ;  ;  ;  ; 16 ; vanek ; 36 
 5949 ; Бона иностранная ;  ;  ;  ;  ; 15 ; vanek ; 42 
 5950 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Monata ; 51 
 5951 ; Бона иностранная ;  ;  ;  ;  ; 13 ; СЁМА ; 129 
 5952 ; Бона иностранная ;  ;  ;  ;  ; 12 ; gdrg2 ; 51 
 5953 ; Бона иностранная ;  ;  ;  ;  ; 14 ; gdrg2 ; 51 
 5954 ; Бона иностранная ;  ;  ;  ;  ; 11 ; .gk ; 50 
 5955 ; Бона иностранная ;  ;  ;  ;  ; 17 ; vanek ; 69 
 5956 ; Бона иностранная ;  ;  ;  ;  ; 11 ; vanek ; 51 
 5957 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Hamlet ; 51 
 5958 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Hamlet ; 63 
 5959 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Hamlet ; 63 
 5960 ; Бона иностранная ;  ;  ;  ;  ; 9 ; .gk ; 50 
 5961 ; Бона иностранная ;  ;  ;  ;  ; 21 ; jj ; 99 
 5962 ; Бона иностранная ;  ;  ;  ;  ; 10 ; цеховик ; 51 
 5963 ; Бона иностранная ;  ;  ;  ;  ; 9 ; .gk ; 50 
 5964 ; Бона иностранная ;  ;  ;  ;  ; 15 ; jj ; 99 
 5965 ; Бона иностранная ;  ;  ;  ;  ; 47 ; nikfed ; 153 
 5966 ; Бона иностранная ;  ;  ;  ;  ; 37 ; цеховик ; 101 
 5967 ; Бона иностранная ;  ;  ;  ;  ; 13 ; RRA ; 50 
 5968 ; Бона иностранная ;  ;  ;  ;  ; 11 ; RRA ; 50 
 5969 ; Бона иностранная ;  ;  ;  ;  ; 7 ; vanek ; 32 
 5970 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 38 
 5971 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Dmitry21 ; 34 
 5972 ; Бона иностранная ;  ;  ;  ;  ; 24 ; vanek ; 34 
 5973 ; Бона иностранная ;  ;  ;  ;  ; 26 ; dinkini ; 43 
 5974 ; Бона иностранная ;  ;  ;  ;  ; 6 ; vanek ; 36 
 5975 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Drunja33 ; 38 
 5976 ; Бона иностранная ;  ;  ;  ;  ; 14 ; flutter ; 70 
 5977 ; Бона иностранная ;  ;  ;  ;  ; 17 ; vanek ; 26 
 5978 ; Бона иностранная ;  ;  ;  ;  ; 25 ; flutter ; 105 
 5979 ; Бона иностранная ;  ;  ;  ;  ; 38 ; flutter ; 163 
 5980 ; Бона иностранная ;  ;  ;  ;  ; 24 ; flutter ; 157 
 5981 ; Бона иностранная ;  ;  ;  ;  ; 20 ; flutter ; 150 
 5882 ; Лот бон иностранных (4 шт): Тунис ;  ;  ;  ;  ; 21 ; demodex ; 74 
 5883 ; Лот бон иностранных (5 шт) ;  ;  ;  ;  ; 19 ; cochu ; 411 
 5884 ; Лот бон иносмтранных 92 шт): Заир ;  ;  ;  ;  ; 10 ; наташа2712 ; 110 
 5885 ; Лот бон иностранных (50 шт) ;  ;  ;  ;  ; 49 ; smel ; 2040 
 5886 ; Бона иностранная ;  ;  ;  ;  ; 70 ; прохожий ; 87 
 5887 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 462 ; 32 
 5888 ; Бона иностранная. Латвия ;  ;  ;  ;  ; 57 ; vicktor_2014 ; 513 
 5889 ; Бона иностранная. Литва ;  ;  ;  ;  ; 23 ; Майкл ; 510 
 5890 ; Бона иностранная. Чехословакия ;  ;  ;  ;  ; 81 ; vicktor_2014 ; 593 
 5891 ; Бона иностранная. Польша ;  ;  ;  ;  ; 29 ; 06031983 ; 501 
 5892 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Wasabi ; 283 
 5893 ; Бона иностранная ;  ;  ;  ;  ; 34 ; svv ; 203 
 5894 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; sergey35 ; 51 
 5895 ; Бона иностранная. Германия ;  ;  ;  ;  ; 31 ; нв1975 ; 247 
 5896 ; Бона иностранная. Германия ;  ;  ;  ;  ; 11 ; sergey35 ; 90 
 5897 ; Бона иностранная. Германия ;  ;  ;  ;  ; 35 ; нв1975 ; 189 
 5898 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 36 ; torbey ; 465 
 5899 ; Бона иностранная. Исландия ;  ;  ;  ;  ; 31 ; dsp ; 765 
 5900 ; Бона иностранная. Гибралтар ;  ;  ;  ;  ; 20 ; Pipe ; 178 
