 5904 ; Бона иностранная. Германия ;  ;  ;  ;  ; 23 ; p1a1v1 ; 128 
 5905 ; Бона иностранная. Германия ;  ;  ;  ;  ; 46 ; p1a1v1 ; 306 
 5906 ; Бона иностранная. Германия ;  ;  ;  ;  ; 110 ; Wasabi ; 453 
 5907 ; Бона иностранная. Германия ;  ;  ;  ;  ; 18 ; sos1 ; 144 
 5908 ; Бона иностранная. Германия ;  ;  ;  ;  ; 10 ; газета ; 26 
 5909 ; Бона иностранная. Германия ;  ;  ;  ;  ; 16 ; byrozka ; 146 
 5910 ; Бона иностранная. Германия ;  ;  ;  ;  ; 27 ; p1a1v1 ; 164 
 5911 ; Бона иностранная. Германия ;  ;  ;  ;  ; 13 ; smel ; 160 
 5912 ; Бона иностранная. Германия ;  ;  ;  ;  ; 8 ; byrozka ; 61 
 5913 ; Бона иностранная. Германия ;  ;  ;  ;  ; 21 ; byrozka ; 138 
 5914 ; Лот бон иностранных (12 шт): Германия ;  ;  ;  ;  ; 60 ; kop ; 519 
 5915 ; Лот бон иностранных (4 шт): Югославия ;  ;  ;  ;  ; 13 ; филипок ; 114 
 5916 ; Лот бон иностранных (5 шт): Югославия ;  ;  ;  ;  ; 11 ; филипок ; 88 
 5917 ; Лот бон иностранных (4 шт): Румыния ;  ;  ;  ;  ; 19 ; слоник ; 224 
 5918 ; Лот бон иностранных (10 шт) ;  ;  ;  ;  ; 60 ; smel ; 767 
 5919 ; Бона иностранная. Норвегия ;  ;  ;  ;  ; 104 ; doc2 ; 486 
 5920 ; Бона иностранная. Норвегия ;  ;  ;  ;  ; 43 ; doc2 ; 212 
 5921 ; Бона иностранная. Исландия ;  ;  ;  ;  ; 38 ; Папа с рацией ; 88 
 5922 ; Бона иностранная. Финляндия ;  ;  ;  ;  ; 27 ; tss ; 68 
 5923 ; Бона иностранная. Исландия ;  ;  ;  ;  ; 40 ; Папа с рацией ; 125 
 5924 ; Бона иностранная. Канада ;  ;  ;  ;  ; 20 ; СТРЕКОЗА ; 183 
 5925 ; Лот бон иностранных (2 шт): Канада ;  ;  ;  ;  ; 30 ; Sky2 ; 906 
 5926 ; Бона иностранная. Османская империя ;  ;  ;  ;  ; 36 ; nb ; 1135 
 5927 ; Бона иностранная. Турция ;  ;  ;  ;  ; 27 ; Gorood ; 430 
 5928 ; Бона иностранная. Турция ;  ;  ;  ;  ; 21 ; Gorood ; 441 
 5929 ; Бона иностранная. Турция ;  ;  ;  ;  ; 23 ; Gorood ; 499 
 5930 ; Бона иностранная. Турция ;  ;  ;  ;  ; 35 ; Gorood ; 265 
 5931 ; Бона иностранная. Турция ;  ;  ;  ;  ; 29 ; Gorood ; 153 
 5932 ; Бона иностранная. Турция ;  ;  ;  ;  ; 33 ; Gorood ; 132 
 5933 ; Бона иностранная. Турция ;  ;  ;  ;  ; 29 ; majkl ; 67 
 5934 ; Бона иностранная. Барбадос ;  ;  ;  ;  ; 9 ; Грач ; 153 
 5935 ; Бона иностранная. Барбадос ;  ;  ;  ;  ; 7 ; Грач ; 150 
 5936 ; Бона иностранная. Барбадос ;  ;  ;  ;  ; 10 ; smel ; 153 
 5937 ; Бона иностранная. Барбадос ;  ;  ;  ;  ; 7 ; Грач ; 150 
 5938 ; Бона иностранная. Словения ;  ;  ;  ;  ; 20 ; Schwer ; 62 
 5939 ; Бона иностранная. Словения ;  ;  ;  ;  ; 24 ; Schwer ; 57 
 5940 ; Бона иностранная. Словения ;  ;  ;  ;  ; 20 ; Schwer ; 76 
 5941 ; Бона иностранная. Словения ;  ;  ;  ;  ; 32 ; Schwer ; 114 
