 5918 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; electra ; 108 
 5919 ; Бона иностранная. Германия ;  ;  ;  ;  ; 24 ; Kirill1806 ; 164 
 5920 ; Бона иностранная. Германия ;  ;  ;  ;  ; 23 ; цеховик ; 143 
 5921 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 60 ; hypo ; 102 
 5922 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 10 ; and1972 ; 36 
 5923 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 29 ; Capt2 ; 49 
 5924 ; Лот бон 3 шт. Венгрия ;  ;  ;  ;  ; 27 ; Svarog_99 ; 286 
 5868 ; Бона иностранная. Босния и Герцеговина ;  ;  ;  ;  ; 27 ; gdrg2 ; 122 
 5869 ; Бона иностранная. Босния и Герцеговина ;  ;  ;  ;  ; 23 ; gdrg2 ; 120 
 5870 ; Бона иностранная. Македония ;  ;  ;  ;  ; 12 ; Лермонтов ; 81 
 5871 ; Бона иностранная. Македония ;  ;  ;  ;  ; 28 ; Mike! ; 140 
 5872 ; Бона иностранная. Македония ;  ;  ;  ;  ; 16 ; СЁМА ; 206 
 5873 ; Бона иностранная. Македония ;  ;  ;  ;  ; 45 ; Mike! ; 467 
 5874 ; Бона иностранная. Босния и Герцеговина ;  ;  ;  ;  ; 18 ; atropin ; 33 
 5875 ; Бона иностранная. Босния и Герцеговина ;  ;  ;  ;  ; 13 ; atropin ; 97 
 5876 ; Бона иностранная. Босния и Герцеговина ;  ;  ;  ;  ; 14 ; atropin ; 32 
 5877 ; Бона иностранная. Босния и Герцеговина ;  ;  ;  ;  ; 26 ; atropin ; 99 
 5878 ; Бона иностранная. Босния и Герцеговина ;  ;  ;  ;  ; 39 ; atropin ; 107 
 5879 ; Бона иностранная. Босния и Герцеговина ;  ;  ;  ;  ; 37 ; atropin ; 161 
 5880 ; Бона иностранная. Сербия ;  ;  ;  ;  ; 12 ; air ; 306 
 5881 ; Бона иностранная. Сербия ;  ;  ;  ;  ; 14 ; air ; 306 
 5882 ; Бона иностранная. Сербия ;  ;  ;  ;  ; 13 ; air ; 306 
 5883 ; Бона иностранная. Сербия ;  ;  ;  ;  ; 16 ; air ; 306 
 5884 ; Бона иностранная. Македония ;  ;  ;  ;  ; 42 ; СТРЕКОЗА ; 155 
 5885 ; Бона иностранная. Македония ;  ;  ;  ;  ; 40 ; СТРЕКОЗА ; 357 
 5886 ; Бона иностранная. Македония ;  ;  ;  ;  ; 21 ; СТРЕКОЗА ; 145 
 5887 ; Бона иностранная. Македония ;  ;  ;  ;  ; 49 ; СТРЕКОЗА ; 735 
 5888 ; Бона иностранная. Латвия ;  ;  ;  ;  ; 30 ; flutter ; 570 
 5889 ; Бона иностранная. Финляндия ;  ;  ;  ;  ; 60 ; gdrg2 ; 261 
 5890 ; Лот бон 2 шт ;  ;  ;  ;  ; 31 ; Capt2 ; 104 
 5891 ; Бона иностранная. Испания ;  ;  ;  ;  ; 20 ; SirPi ; 242 
 5892 ; Бона иностранная. Испания ;  ;  ;  ;  ; 24 ; SirPi ; 164 
 5893 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 40 ; Hamlet ; 99 
 5894 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 11 ; maksbelov ; 78 
 5895 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 13 ; Папа с рацией ; 68 
 5896 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 15 ; maksbelov ; 51 
 5897 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 20 ; СТРЕКОЗА ; 126 
 5898 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 17 ; СТРЕКОЗА ; 43 
 5899 ; Бона иностранная. Польша ;  ;  ;  ;  ; 74 ; derk02 ; 1499 
 5900 ; Бона иностранная. Польша ;  ;  ;  ;  ; 38 ; derk02 ; 363 
 5901 ; Бона иностранная. Польша ;  ;  ;  ;  ; 6 ; kuder ; 108 
 5902 ; Лот бон 3 шт. Польша ;  ;  ;  ;  ; 48 ; MaRgo ; 171 
 5903 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 8 ; air ; 102 
 5904 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 21 ; air ; 114 
 5905 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 27 ; air ; 136 
 5906 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 18 ; air ; 89 
 5907 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 14 ; AlexSiberian ; 32 
 5908 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 28 ; derk02 ; 340 
 5909 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 33 ; atropin ; 40 
 5910 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 8 ; air ; 72 
 5911 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 16 ; air ; 80 
 5912 ; Лот бон 4 шт. Югославия ;  ;  ;  ;  ; 19 ; air ; 408 
 5913 ; Бона иностранная. Германия ;  ;  ;  ;  ; 12 ; kolbur ; 155 
 5914 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; kolbur ; 157 
 5915 ; Бона иностранная. Германия ;  ;  ;  ;  ; 13 ; kolbur ; 134 
 5916 ; Бона иностранная. Германия ;  ;  ;  ;  ; 8 ; SirPi ; 79 
 5917 ; Бона иностранная. Германия ;  ;  ;  ;  ; 16 ; SirPi ; 114 
 5818 ; Бона иностранная. Франция ; 1949 ;  ;  ;  ; 23 ; rt60 ; 101 
 5819 ; Бона иностранная. Франция ; 1994 ;  ;  ;  ; 33 ; rt60 ; 180 
 5820 ; Бона иностранная. Франция ; 1995 ;  ;  ;  ; 23 ; rt60 ; 372 
 5821 ; Бона иностранная. Франция ; 1997 ;  ;  ;  ; 36 ; flutter ; 459 
 5822 ; Лот бог иностранных (2 шт): Греция ; 1943-1944 ;  ;  ;  ; 20 ; ек ; 67 
 5823 ; Бона иностранная. Греция ; 1967 ;  ;  ;  ; 53 ; atropin ; 84 
 5824 ; Бона иностранная. Греция ; 1968 ;  ;  ;  ; 36 ; derk02 ; 114 
 5825 ; Бона иностранная. Греция ; 1987 ;  ;  ;  ; 17 ; atropin ; 57 
 5826 ; Бона иностранная. Греция ; 1970 ;  ;  ;  ; 26 ; derk02 ; 169 
 5827 ; Бона иностранная. Черногория ;  ;  ;  ;  ; 27 ; варяг42 ; 450 
 5828 ; Бона иностранная. Черногория ;  ;  ;  ;  ; 40 ; варяг42 ; 818 
 5829 ; Бона иностранная. Англия ;  ;  ;  ;  ; 17 ; середа ; 174 
 5830 ; Бона иностранная. Куба ; 2004 ;  ;  ;  ; 32 ; flutter ; 74 
 5831 ; Бона иностранная. Куба ; 2007 ;  ;  ;  ; 29 ; середа ; 63 
 5832 ; Бона иностранная. Венесуэла ; 1989 ;  ;  ;  ; 51 ; atropin ; 85 
 5833 ; Бона иностранная. Венесуэла ; 1995 ;  ;  ;  ; 17 ; atropin ; 35 
 5834 ; Бона иностранная. Гватемала ;  ;  ;  ;  ; 18 ; atropin ; 51 
 5835 ; Бона иностранная. Тринидад и Тобаго ;  ;  ;  ;  ; 19 ; середа ; 77 
 5836 ; Бона иностранная. Бельгия ;  ;  ;  ;  ; 29 ; maksbelov ; 39 
 5837 ; Бона иностранная. Италия ;  ;  ;  ;  ; 7 ; станислав-август ; 37 
 5838 ; Бона иностранная. Италия ;  ;  ;  ;  ; 24 ; Папа с рацией ; 125 
 5839 ; Бона иностранная. Чехословакия ; 1961 ;  ;  ;  ; 23 ; kuder ; 79 
 5840 ; Бона иностранная. Чехословакия ; 1986 ;  ;  ;  ; 12 ; collector64 ; 35 
 5841 ; Бона иностранная. Чехословакия ; 1988 ;  ;  ;  ; 14 ; Hamlet ; 54 
 5842 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 18 ; пасечник ; 51 
 5843 ; Бона иностранная. Голландия ;  ;  ;  ;  ; 46 ; папашаГарпагон ; 458 
